PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	15	0.1327055	0.1647803	0.2722442	156.9393	131711.96875	1008682.5625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.670873	156.93934:22372 156.94447:1581 157.01419:2718 157.04919:4322 157.0856:7127 157.12223:97101 158.00774:1313 158.04472:3770 158.12532:3916 158.98912:1453 159.06473:5679 160.00894:28583 160.01398:28362 160.51047:2444 160.94802:11949 160.9979:6329 161.01728:2631 161.04393:4275 161.50848:1865	
1	Unknown	16	0.1007307	0.1754885	0.5531651	154.9413	399647.96875	7209715.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.1231	154.94125:84690 154.94599:6209 155.0003:3582 155.00854:16374 155.04562:1130 155.07057:3088 155.10629:2928 155.94405:1003 155.94544:1306 156.01127:2749 156.02973:8122 156.06535:3307 156.93933:19378 157.01489:1720 157.05012:3676 157.0863:5205 157.12223:62296 157.99832:1892 158.00774:2081 158.04424:1331 158.12531:3285 158.98935:1530 158.99101:1381 159.00599:1917 159.06472:5007 159.10136:2964	
2	Unknown	17	0.1327055	0.1862135	0.7046954	85.99822	8761317	231688704	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	51.46889	85.97223:2095 85.98651:1755 85.99606:3441 85.99823:2162726 85.99955:11045 86.00116:1270 86.00258:1506 86.00353:2871 86.00958:1182 86.02367:3096 86.97281:1382 86.99484:2415 86.99569:3830 87.00196:3676 87.00749:69937 87.01822:3787 87.0189:6142 87.04374:225821 88.00289:17128 88.01064:2790 88.03903:509561 88.04041:3008 88.04668:1977 88.98697:17017 89.02312:43182 89.04254:15934 90.0087:3485 90.97009:1533	
3	Unknown	17	0.03722282	0.1862135	0.2291965	207.9988	228149.234375	2204867.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.86504	207.99879:55492 208.02561:142706 208.03104:21318 208.03674:2238 208.93294:14521 208.98275:1722 209.00209:3008 209.02782:9212 209.04437:11472 209.9327:1438 210.00449:2585 210.93054:3932 211.13264:4165 212.01973:6852 212.07344:8802 212.83353:19221 212.9945:2355	
4	Unknown	17	0.154097	0.1862135	0.3801351	224.8024	108758.1171875	1283976.875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.644472	224.80235:20461 225.0043:1375 225.01711:1643 225.02351:3085 225.79472:1507 226.80015:12354 226.99385:2261 227.20004:6214 228.79762:2464 228.93063:4641 228.98978:3209	
5	Unknown	18	0.06887883	0.1969988	0.7912824	114.935	1430472.625	43979616	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	40.61386	114.93502:367636 114.93721:2646 115.00255:29251 115.01381:2139 115.02185:1163 115.03891:53979 115.07511:309884 115.07731:2025 115.93807:2488 116.03426:8662 116.04189:1048 116.07072:16940 116.07874:4413 116.92735:85989 116.93333:106373 116.95836:54404 117.01821:9373 117.05463:8354 117.92775:5551 117.9361:1069 118.00366:14383 118.04004:1176 118.04977:5597 118.91694:1689 118.956:1680 119.03388:2634	
6	Unknown	19	0.154097	0.2077717	0.2722442	218.8269	6118.86279296875	32095.91796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.026032	218.82694:1549 218.97747:2707 218.9913:1424 219.08586:1109 219.17431:37159 220.01968:986 220.17764:4506 220.93495:2761 220.98674:2802 221.80071:2972 223.03644:45217 223.04078:1095 223.13283:1207 223.79784:4288	
7	Unknown	20	0.06887883	0.2184778	0.5098634	116.9333	852345.8125	19388734	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.02007	116.92734:104130 116.93334:110790 116.95838:67726 117.01807:12832 117.05454:7709 117.9275:3788 118.00356:11142 118.04978:9391 118.91725:3106 118.9254:1171 119.03404:2365 120.9955:1291 121.02391:2182 121.02833:185861 121.06512:1136	
8	Unknown	21	0.09010785	0.2291965	0.2722442	112.9843	746744.375	7349743.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.600037	112.98427:191515 112.99794:5664 113.02317:7650 113.03412:7492 113.05974:4508 114.01881:12819 114.05493:5602 114.93299:3121 114.93503:345139 115.00257:33218 115.03898:36540 115.07308:2494 115.07512:311052 115.93246:1280 115.93897:1335 116.03446:7834 116.07052:20850 116.07882:3900 116.92738:87758 116.93318:119693 116.95838:57991 117.01807:8520 117.02948:1222 117.03488:1164 117.05473:3830 117.92765:4568	
9	Unknown	21	0.07947876	0.2291965	0.4125432	139.9164	1725.88537597656	9867.8486328125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.558571	139.93639:4707 139.97504:7555 140.97729:3828 140.97968:5481 140.98544:8342 141.01898:15780 141.06585:1218 141.09049:2925 141.97288:1275 141.98251:961 142.02183:1091 142.04933:3250 143.00905:2437 143.01108:5220 143.0342:3564 143.07031:7975 143.10665:74282 143.91465:3278 144.02894:8803 144.07302:1249 144.10952:3041	
