PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.005324882	0.1327282	0.1861966	184.5065	2023.95776367188	10762.8896484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.789131	184.01395:9057 184.02639:1234 184.06132:1276 184.50654:1286 184.96017:117906 184.96649:10262 184.98976:1292 185.00915:18409 185.08019:3295 185.11154:1890 185.11691:2465 185.15335:7050 185.89459:2341 185.96343:2664 185.9941:4591 185.99711:2752 186.01245:2008 187.02484:1532 187.09612:5992 188.09261:1540 188.90415:115502 188.93839:12902 188.98028:8439	
1	Unknown	13	0.09021182	0.1433719	0.3366352	206.8359	6383.8701171875	45550.3515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.750994	206.83589:1740 206.9488:1094 207.03037:1658 207.04237:2780 207.94498:1393 207.99867:42343 208.02556:129115 208.03104:25469 208.03674:2805 208.93332:14323 209.00245:3479 209.02036:1815 209.02786:9620 209.04437:9158 209.93234:1135 210.00449:2433 210.93091:5011	
2	Unknown	13	0.07960358	0.1433719	0.2291317	304.7692	22074.291015625	177695.96875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.062454	304.76916:5248 306.05614:1331 306.76777:2839 308.76508:1067	
3	Unknown	14	0.06902029	0.1540864	0.4444782	196.8651	6384.04150390625	87371.34375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.400667	196.86548:1459 196.93722:2353 197.08049:1363 197.95632:3770 198.01445:1704 198.07591:1460 198.11261:1787 198.95273:12251 199.02427:4278 199.05925:1538 199.06125:1735 199.13253:3102 199.16885:7410 199.95233:1576 200.02141:1396 200.09119:1226 201.11191:2591	
4	Unknown	15	0.1114429	0.1647822	0.2291317	308.7657	2613.22729492188	10859.154296875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.478539	310.90087:2272 311.16884:1549 311.22156:1053 312.99127:2844 313.73512:4466	
5	Unknown	16	0.122072	0.1754571	0.2936063	303.764	1925.83410644531	7136.0185546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.162825	303.764:1686 304.76911:4971 305.03155:1280 306.76745:4736	
6	Unknown	17	0.1327282	0.1861966	0.2506274	254.8382	6958.212890625	42077.19140625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.17463	254.83822:2395 255.23227:64714 255.84253:11500 256.23551:9160 257.84106:4612 258.91949:4564 259.00003:1496	
7	Unknown	18	0.1433719	0.196907	0.4229388	257.8411	31729.392578125	394840.40625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.8185	257.84105:8632 257.92354:1381 258.91982:9264 259.92022:1081 260.92776:1319 261.10826:1706 261.14878:1409 262.14386:1498	
8	Unknown	19	0.06902029	0.2076235	0.8327985	114.935	1480687	48292160	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.56035	114.93282:3280 114.93501:381935 114.93764:1587 115.00035:1483 115.00254:33503 115.03892:55320 115.07305:2814 115.0751:323527 115.93806:2821 116.00588:2410 116.03358:3797 116.04203:1820 116.07064:19067 116.07865:5730 116.9273:19981 116.93317:130468 116.95837:72924 117.01835:7041 117.03486:1054 117.03726:1742 117.05468:4785 117.92743:1887 118.00354:13245 118.04946:4604 118.99138:1170 119.03338:4720 119.07037:1278	
9	Unknown	19	0.06902029	0.2076235	0.5953959	116.9332	622761.5625	15403867	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.60693	116.9273:19981 116.93317:130468 116.95837:72924 117.01835:7041 117.03486:1054 117.03726:1742 117.05468:4785 117.92743:1887 118.00354:13245 118.04946:4604 118.99138:1170 119.03338:4720 119.07037:1278 120.06496:1199 121.02452:3117 121.02832:175140	
10	Unknown	20	0.1433719	0.2183922	0.3258665	187.8924	1734.98291015625	11714.7783203125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.06064	188.09167:1288 188.90412:101507 188.93776:9668 188.97994:5600 189.07548:990 189.90743:1543 190.01483:3118 190.02074:1585 191.01911:4593 191.12777:1607	
