PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.07964728	0.1326948	0.2074672	295.7693	3103.5166015625	14332.7646484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	52.09999	295.91898:1320 296.97684:1191 297.24218:1995 297.76664:1487 297.91535:1933 298.91192:8467 299.25771:31315 300.2608:5838	
1	Unknown	13	0.0053186	0.1433218	0.3147082	184.5074	3963.17504882813	18610.34765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.274348	184.01367:7826 184.09627:1419 184.50744:1824 184.96023:93563 184.96651:11880 185.00916:22478 185.0802:2556 185.11692:2778 185.15321:5053 185.99321:5127 185.99682:1894 186.01246:2644 187.06003:3418 187.09589:5238 188.09139:1568 188.90417:83259 188.93779:15120 188.98029:8070	
2	Unknown	13	0.09027218	0.1433218	0.3039624	203.8678	10975.42578125	98130.859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.52855	203.83299:2408 203.86784:2838 204.91133:4775 204.99138:1543 205.02549:9871 205.15852:13543 205.83121:1511 205.86763:1200 206.16178:2530 207.03002:1508 207.99868:35042 208.02531:142611 208.03105:20502 208.03603:1701	
3	Unknown	13	0.06905148	0.1433218	0.1967215	277.8304	7944.46875	48496.05078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.711124	277.83041:1703 277.92982:1151 279.23199:29989 280.23433:4160 280.90136:2509 280.98231:2065 281.24776:14688 282.08288:3017 282.25091:1834	
4	Unknown	15	0.07964728	0.1646529	0.3899827	218.8381	2857.50317382813	13413.3603515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.041576	218.83807:1532 218.97747:2693 219.17432:46497 219.93922:1554 220.17725:3166 220.93495:4491 220.98636:1477 221.08065:1964 221.79915:5326 222.98195:1414 223.03644:49780 223.79684:7883	
5	Unknown	17	0.1433218	0.1859882	0.5407858	257.841	30541.443359375	499803.0625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.78861	257.84104:8263 257.92353:2628 258.01884:1105 258.91944:7712 259.00001:2835 259.11718:1109 261.10874:2679 261.14827:1871 262.04675:1423	
6	Unknown	18	0.06905148	0.1967215	0.6485602	114.935	1587355.25	42657104	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.74876	114.93296:2288 114.935:395435 114.9372:3073 114.99961:1130 115.00255:41792 115.03884:80605 115.04993:2213 115.07524:361553 115.07729:2939 115.93835:2743 116.00587:1415 116.03434:11823 116.07049:18825 116.07865:6272 116.92744:15521 116.9333:127386 116.95833:69756 117.01819:9722 117.05452:6528 117.07329:1381 117.92728:2720 117.93684:1050 118.00358:15157 118.0496:9817 118.91708:1561 118.95029:993 118.99168:1584 118.99692:1396 119.0003:1305 119.03386:2585 119.04495:1586	
7	Unknown	18	0.07964728	0.1967215	0.2717668	194.8673	7616.044921875	69695.203125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	90.62955	194.86731:2983 194.9044:8176 194.93828:2313 194.98701:6256 195.00316:1699 195.04967:14726 195.90449:1263 196.02582:1011 196.9372:3564 197.12871:1179 197.95663:4106 198.01443:3464 198.04054:1070 198.0759:1212 198.95271:11920 199.02494:3495 199.0962:2319 199.13251:2377 199.16916:8959	
8	Unknown	19	0.06905148	0.2074672	0.3254748	157.943	4095.41064453125	26935.431640625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.659539	157.94297:1029 158.00794:1537 158.12503:6486 158.9425:1201 159.06469:3203 159.10133:2960 160.0089:35710 160.0137:20546 160.5102:2957 160.94823:15118 160.96832:1202 160.99859:5798 161.00852:1229 161.01725:2477 161.04414:2352 161.08049:1526 161.50845:994 162.02977:1415	
9	Unknown	20	0.06905148	0.2181693	0.5515962	116.9333	669841.1875	15354731	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.58945	116.92731:19466 116.93319:130936 116.9582:65950 117.01821:9249 117.03532:1284 117.03697:1216 117.05484:4831 118.0037:9971 118.05008:4455 118.99154:1708 119.03372:1949 120.04469:1946 121.0239:2359 121.02818:185726	
10	Unknown	20	0.1753091	0.2181693	0.4544552	304.7698	21024.95703125	232126.703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.0107	304.76977:6263 306.76712:2348 307.00169:1436	
11	Unknown	21	0.06905148	0.2288921	0.2825272	135.944	713519.5625	8226511	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.92961	135.94398:173603 136.01409:306197 136.01674:1548 136.0395:1667 136.04702:1746 136.86233:2865 136.94666:1280 136.99868:7067 137.01773:5416 137.02346:3413 137.03392:3195 137.90324:1418 137.93915:25649 137.98949:1432 138.01813:12705 138.93995:3457 138.98676:5066 139.01435:1374 139.93754:2052 139.97486:6916 139.99723:1617 139.99841:1718 140.07091:1659	
12	Unknown	21	0.1859882	0.2288921	0.2717668	245.8721	3458.35693359375	15171.046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.837753	245.87207:1825 248.07868:1157 248.97243:289084 249.16958:1763 249.97598:3098 250.04722:4582 250.14382:2605	
13	Unknown	22	0.1433218	0.2395774	0.2932521	181.0143	81663.671875	701123.0625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.232748	181.01425:15688 181.02407:2351 181.0336:6484 182.01721:1634 182.01895:1252 182.93021:3958 182.96308:561416 182.96659:3932 182.98707:4220 183.01174:3995 183.0297:5042 183.10077:1439 183.89665:4012 183.96601:7261 184.00507:1500 184.01395:8712 184.0252:1504 184.96016:113898 184.96649:11315 185.00915:25797 185.08018:3327 185.11661:2794 185.153:4339 185.96343:2738 185.9932:4764 185.99711:3013	
14	Unknown	23	0.1967215	0.2503045	0.4544552	254.8382	6052.48681640625	38292.109375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.778253	254.8382:1463 255.07278:1842 255.08727:1125 255.232:76265 255.84299:12833 256.235:7672 257.84054:4479 257.92352:1356 258.91996:8879 259.00001:1774	
