PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.1009433	0.1435118	0.7032518	154.9412	406814.03125	8416574	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	49.09051	154.94124:93655 154.94583:4764 155.00828:14741 155.03346:1379 155.10607:3880 155.94541:1553 156.01193:1752 156.03018:10811 156.05098:2286 156.05237:1127 156.06462:1186 156.9393:16796 157.01509:1634 157.02396:1711 157.08556:7897 157.12217:87542 157.94249:1229 157.97474:1132 158.00794:2351 158.04421:2321 158.08073:1150 158.12552:4093 158.94298:1465 159.06493:3636	
1	Unknown	13	0.07964553	0.1435118	0.1970927	245.872	5699.205078125	29385.9375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.065319	245.87204:2598 248.97242:282517 249.14811:1122 249.96892:1763 249.97548:3533 250.04719:4650 250.14379:2884	
2	Unknown	14	0.07964553	0.154245	0.250686	157.9361	3622.642578125	18664.462890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.525582	158.12527:4439 158.98955:3011 159.02949:1114 159.06468:2796 159.07634:1907 159.10108:1138 159.12964:1301 160.00905:33325 160.01393:24786 160.51017:5877 160.94797:15980 160.99758:6074 161.00876:1682 161.01651:1090 161.04413:3107 161.08048:1505 162.02976:1846 162.04052:1054	
3	Unknown	14	0.06899977	0.154245	0.1970927	252.8401	7586.5712890625	54197.26953125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.73019	252.84007:2545 252.99268:1602 253.01845:3304 254.03025:3456 254.8377:1396 255.07228:1644 255.23185:67937 255.84253:13380 256.02211:1119 256.23444:9000	
4	Unknown	15	0.06899977	0.1649158	0.2399486	118.9171	4093.68090820313	21434.228515625	null	[M-H]-	M + 0	similar chromatogram in higher mz_2; similar chromatogram in higher mz_5	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.05663	118.91708:1210 118.95076:1432 119.03402:3010 119.07037:1604 120.04421:2011 121.02481:4322 121.02832:193321 121.98994:4091 122.02407:3799 122.96664:17174 122.97381:1582 122.9882:3772 123.89852:1927 123.9008:353561	
5	Unknown	15	0.01614598	0.1649158	0.3153232	330.6978	1098.98364257813	3906.44165039063	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.97967	330.97822:1545	
6	Unknown	16	0.1328556	0.1756261	0.2937942	196.8654	5674.2021484375	39776.33984375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.659556	196.93691:3940 197.04505:1624 197.08014:1222 197.12837:1238 197.95629:1750 198.0141:1882 198.01608:1027 198.04218:1359 198.95304:12683 199.02493:2449 199.05956:1646 199.13317:2541 199.16881:11202 199.95231:1152 200.17207:1750 200.94966:1204 201.0757:2514 201.11154:1500	
7	Unknown	16	0.07964553	0.1756261	0.2399486	301.7658	1542.76892089844	7893.1982421875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.22318	303.04897:2150 303.23126:4021 304.23653:1182 304.76823:4526	
8	Unknown	17	0.1222119	0.1863511	0.6060858	85.99821	6713055.5	151825616	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	61.94153	85.99679:12178 85.99821:1652816 85.99953:11325 86.0018:1646 86.00767:1333 86.0228:2840 86.02356:4784 86.97356:1863 86.99511:1205 87.00742:45479 87.01814:3641 87.01897:4883 87.04372:208541 88.0022:5669 88.003:13536 88.01052:2499 88.03901:278794 88.98679:9310 89.02315:33730 89.04082:1563 89.04231:2676 89.04261:8339 90.00827:1696	
9	Unknown	17	0.1328556	0.1863511	0.28299	295.7687	2862.63330078125	15519.51953125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.25266	295.7687:1095 296.99681:1759 297.24213:2887 298.91217:6495 299.25761:30395 300.2604:5289	
10	Unknown	18	0.06899977	0.1970927	0.2292508	112.9844	774232.4375	6811982.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.817821	112.98439:188719 112.99835:5201 113.02283:3328 113.03462:9420 113.05903:2818 113.98762:1281 114.0185:13091 114.93501:429199 115.00253:29750 115.03889:55137 115.0751:319983 115.93849:2281 116.00572:1433 116.03417:9453 116.03861:1102 116.04202:1873 116.07048:18273 116.07804:4531 116.92714:8617 116.93316:136932 116.95835:67687 117.01819:10349 117.05422:5098	
11	Unknown	18	0.111562	0.1970927	0.3690352	290.0624	4132.58154296875	24528.11328125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.44421	291.00599:1642 293.97278:11204	
12	Unknown	19	0.1435118	0.2078134	0.3045586	187.893	1897.52856445313	11557.2978515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.347659	188.90444:121482 188.9374:10949 188.97994:5757 189.07516:1430 189.11277:1564 190.02072:1208 191.01815:3388 191.12744:1620	
13	Unknown	20	0.06899977	0.2185279	0.7247933	114.935	1614585.75	47474048	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	51.76121	114.93296:2592 114.935:421842 115.00034:1622 115.00254:28518 115.01555:1121 115.03887:60301 115.07524:317287 115.9385:2263 116.02439:1376 116.03447:5614 116.04203:2579 116.07049:20693 116.0785:7348 116.9275:13418 116.9333:151670 116.95834:71022 117.01819:6388 117.05467:4514 117.92758:1751 117.93062:1177 118.00354:13235 118.04976:7440 118.99091:1733 119.0334:3428	
14	Unknown	20	0.06899977	0.2185279	0.7247933	116.9333	650449.8125	18447342	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.84955	116.9275:13418 116.9333:151670 116.95834:71022 117.01819:6388 117.05467:4514 117.92758:1751 117.93062:1177 118.00354:13235 118.04976:7440 118.99091:1733 119.0334:3428 119.94602:1185 120.04421:2372 120.06542:1239 121.02468:2993 121.02832:188550	
15	Unknown	20	0.1863511	0.2185279	0.3582458	254.8377	7037.33740234375	40887.40234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.88586	254.83772:1659 255.07278:2223 255.23195:75990 255.84299:11180 256.23549:10043 257.84054:4076 258.91996:7514 259.00001:1492	
16	Unknown	21	0.1970927	0.2292508	0.3045586	181.0142	81830.3359375	500416.78125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.06489	180.98797:3100 181.01399:17441 181.02378:2533 181.02724:1995 181.03359:8629 182.00818:1118 182.9302:5404 182.95895:3042 182.96306:526123 182.96746:2983 182.9869:4093 183.01208:2940 183.02969:5215 183.06493:1399 183.10105:2552 183.50358:6124 183.89769:2581 183.96601:4738 184.01394:7830 184.93636:1291 184.96011:101142 184.96622:15190 185.00914:21537 185.08077:2962 185.15304:4552 185.89368:1334 185.96312:2413 185.99254:4935 185.9971:3027 186.01244:2456	
17	Unknown	23	0.1756261	0.250686	0.3260855	282.9098	1922.79431152344	7278.7685546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.176773	282.90981:1679 283.07746:1693 283.26282:28836 284.26707:5835 286.91075:1242	
18	Unknown	24	0.06899977	0.2614568	0.3045586	279.2315	217238.9375	2700207.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.965036	278.98647:2934 279.23146:49676 280.23544:7895 280.90187:2817 281.14931:2389 281.2466:17534 282.08283:2112 283.07747:1685 283.26335:26632	
19	Unknown	24	0.04780825	0.2614568	0.3045586	299.2577	177805.578125	2435687.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.511006	298.9122:8661 299.01455:1619 299.25769:38973 299.91224:1455 300.2611:5122 300.86874:11905 301.2153:6698 302.2194:1375 303.23172:3131	
20	Unknown	25	0.1328556	0.2722068	0.3260855	270.2511	2162.06762695313	7813.46337890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.257529	270.02579:4153 270.2511:1446 270.81139:1424 272.94812:2776 272.98608:965 273.9679:1388 274.04695:3370	
21	Unknown	25	0.1970927	0.2722068	0.4551931	297.7672	1600.58203125	7907.455078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.01164	297.76721:1261 297.91547:3486 298.9128:9019 299.2576:39816 300.02619:1111 300.26127:6663 300.86904:8955 300.90926:1033 301.21624:6864 302.04442:1043	
22	Unknown	29	0.28299	0.3153232	0.379781	243.1953	3078.06469726563	12597.689453125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.799111	243.0609:1804 243.9769:4547 244.90491:1690 244.984:4282	
23	Unknown	29	0.0583728	0.3153232	0.3690352	283.2633	161230.859375	2594641.75	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.612894	283.26335:41059 284.26651:6002 285.99105:1053	
24	Unknown	29	0.2614568	0.3153232	0.6168982	313.7357	18744.111328125	237701.625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.3753	313.73574:3453 313.9302:8110 314.88601:1585 315.00927:1772 315.73235:3501 316.02178:1197 316.73771:18990 318.03698:2347	
25	Unknown	30	0.07964553	0.3260855	0.379781	357.0607	40215.58203125	459647.53125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.980438	357.06072:11073 358.0644:1763	
