PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.07943643	0.1325819	0.2074835	301.767	1139.31799316406	5087.4267578125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.78636	301.86832:1653 302.92701:1243 303.23167:3146 303.76454:1046 304.7695:3617 306.05669:1599	
1	Unknown	15	0.1219237	0.1646213	0.2181834	252.8391	4217.10888671875	20451.134765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.688325	253.01844:3580 253.21611:3177 254.02976:1551 254.98825:1295 255.07179:1763 255.23199:64707 255.84296:14650 256.23497:11029 256.92499:1247	
2	Unknown	16	0.02659923	0.175315	0.3040016	305.763	1120.19812011719	3597.14208984375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.40396	305.76298:1363 306.76659:4282 308.998:998	
3	Unknown	17	0.1325819	0.1860482	0.8316897	85.99821	5434740	167638720	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	50.41223	85.97221:1613 85.98648:1173 85.9949:1123 85.99707:9307 85.99821:1359235 85.99953:10552 86.00265:1232 86.0228:2387 86.02365:4497 86.97308:1768 86.99559:3334 87.00126:1497 87.00184:3864 87.00747:62896 87.0181:4631 87.04372:183300 88.00286:17008 88.03902:216863 88.04743:2810 88.98695:18246 89.02319:28069 89.04166:5069 89.04261:3406 90.00857:2597	
4	Unknown	18	0.1432506	0.1967773	0.2932579	156.9393	107031.078125	896326.625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.393625	156.93929:19444 157.01367:1403 157.02394:1802 157.04914:2954 157.08555:5730 157.12219:104476 158.0442:1501 158.125:5290 158.99025:2342 159.02972:1046 159.06468:3781 160.00888:23380 160.01371:30709 160.5104:4028 160.94796:13857 160.99732:6184 161.0102:1089 161.01698:2263 161.04392:4102 161.08047:1429 161.50964:1622	
5	Unknown	18	0.005320217	0.1967773	0.3576637	231.5145	1834.26245117188	8338.4638671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.158761	232.03667:2767 232.92296:7875 233.02002:1578 233.15335:4187 235.00256:2398 235.16882:5138 235.95257:98218	
6	Unknown	19	0.07943643	0.2074835	0.7025531	114.935	1458986.5	41764864	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	40.10017	114.935:382884 114.93719:2791 115.00238:28073 115.03884:77917 115.07524:364364 115.07728:2738 115.93789:1427 116.03416:10525 116.07048:20036 116.07893:4637 116.92758:10015 116.9333:120447 116.95835:68271 117.01788:12926 117.05466:4652 117.93637:1553 118.00362:17821 118.04997:5588 118.91691:1753 118.95074:1650 118.95659:3179 118.99105:1446 118.99721:1122 119.0339:3807	
7	Unknown	19	0.06884269	0.2074835	0.7025531	114.935	1458986.5	42571220	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	143.959	114.935:382884 114.93719:2791 115.00238:28073 115.03884:77917 115.07524:364364 115.07728:2738 115.93789:1427 116.03416:10525 116.07048:20036 116.07893:4637 116.92758:10015 116.9333:120447 116.95835:68271 117.01788:12926 117.05466:4652 117.93637:1553 118.00362:17821 118.04997:5588 118.91691:1753 118.95074:1650 118.95659:3179 118.99105:1446 118.99721:1122 119.0339:3807	
8	Unknown	19	0.1219237	0.2074835	0.271808	118.9169	4546.8798828125	21547.044921875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.122946	118.91691:1753 118.95074:1650 118.95659:3179 118.99105:1446 118.99721:1122 119.0339:3807 119.94585:1183 120.97558:1254 121.0032:1700 121.02372:2285 121.02485:5259 121.02831:200306 121.03919:1490 121.99019:2896 122.0319:3543 122.0343:1272 122.96651:22264 122.98883:1293 123.02021:1204 123.04318:1108 123.9008:332142 123.90324:2717	
9	Unknown	20	0.1646213	0.2181834	0.3040016	297.7672	2365.18139648438	11925.6650390625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.89787	298.9128:8248 299.25767:40223 300.26081:8259 300.86946:11695 301.2172:5168 302.22:1590	
10	Unknown	22	0.06884269	0.239654	0.5623415	116.9333	580603.1875	13510611	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.7074	116.92771:9370 116.93329:132616 116.95838:58021 117.01772:6272 117.93682:1459 118.00333:18793 118.04973:5444 118.95566:1376 118.95658:3231 118.99151:2295 119.03353:3162 120.06524:990 121.02449:3689 121.0283:203443	
11	Unknown	22	0.1860482	0.239654	0.3040016	308.7656	2533.61840820313	12642.0478515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.16592	308.76561:1279 309.99538:1096 310.90076:2234 311.16807:1698 312.99181:3288 313.23815:962 313.73502:2938	
12	Unknown	23	0.1646213	0.2503644	0.3147306	194.8673	4851.544921875	32529.67578125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.749895	194.90437:10009 194.93793:1379 194.94697:1082 194.98731:4860 195.04964:10565 195.90609:1173 196.02383:1471 196.93717:3069 197.15329:1419 197.95627:3447 198.0144:1613 198.04084:1312 198.11256:2872 198.95302:11536 199.02491:3502 199.05987:2513 199.16913:11672	
13	Unknown	23	0.06884269	0.2503644	0.3040016	279.2321	227972.875	2814213.75	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.516058	278.98642:3162 279.23215:49464 280.05749:1044 280.2354:6400 280.90182:3572 280.98222:3372 281.14927:2438 281.24767:15469 282.25082:3083 283.07742:2396 283.2633:30048 284.03135:1226	
14	Unknown	23	0.175315	0.2503644	0.336193	322.8927	2522.90771484375	15748.654296875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.915055	322.89266:1264 324.97127:2124 325.23676:1233 326.02544:1515	
