PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.06902936	0.1327852	0.1969368	196.8655	4457.75634765625	27798.47265625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.28643	196.93757:3348 197.95799:1877 198.01421:3915 198.04057:1295 198.95308:16339 199.02497:4084 199.13255:2374 199.1692:10016 199.95336:1301 201.07575:2783 201.11193:1594	
1	Unknown	13	0.09031042	0.1434746	0.3042569	317.7306	7348.94677734375	61962.5625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.966427	317.7306:2539 318.03636:1228 318.73593:8467 318.97182:7632 319.47359:1111 320.89443:6648 321.02626:6926 321.97495:2370 322.02976:1423	
2	Unknown	14	0.09031042	0.1541683	0.4548768	156.9393	140365.59375	2220280	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.56874	156.93933:32341 156.94469:1520 157.01418:3184 157.02421:2934 157.03331:1164 157.04892:3813 157.08559:8220 157.12226:91478 158.00797:1286 158.04542:1423 158.08076:1392 158.12504:4057 158.98958:1274 159.06472:3369 160.00893:29049 160.01397:22344 160.51046:2463 160.94777:11159 160.96786:1568 160.99765:4503 161.00928:1522 161.04392:4378	
3	Unknown	15	0.06902936	0.1648433	0.1969368	114.935	1412123.5	10364419	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.543482	114.93503:359166 115.00256:26276 115.03903:87876 115.07307:2374 115.07526:357519 115.07732:2804 116.0342:11868 116.0422:2648 116.07022:15022 116.07897:5521 116.92747:14130 116.93335:104016 116.95838:82565 117.01822:13756 117.02887:1019 117.03563:1102 117.05475:6285 117.93626:1032 118.00326:10458 118.01344:1227 118.04962:4565 118.95663:2529 118.99155:2338 119.03404:3135 119.05283:1189	
4	Unknown	16	0.1115124	0.1755411	0.4226395	165.905	59655.1171875	828722.3125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.78628	165.90497:14556 166.01322:2714 166.05305:27452 166.95611:20150 166.99243:5625 167.00958:1165 167.05642:1967 167.10712:1577 167.90189:3906 168.04876:1869 169.01401:1349 169.01557:1807 169.06065:1218 169.08541:4363 169.09714:9212 169.12192:1622 170.0081:1277 170.02203:16335 170.08119:4691 170.52361:3589	
5	Unknown	16	0.1221227	0.1755411	0.5089076	183.8966	18829.2734375	275310.21875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.39176	183.50389:8959 183.89656:4133 184.01396:7630 184.02491:1753 184.96015:123201 184.9665:12606 185.00916:22685 185.01841:1028 185.08049:5074 185.11184:1513 185.11662:2305 185.15336:4675 185.8949:1800 185.96313:2573 185.9932:4347 185.99711:3187 186.01215:1215 186.07654:1084 187.09582:2999 188.00853:2115	
6	Unknown	17	0.1221227	0.1862639	0.250574	157.943	3822.20776367188	18643.494140625	null	[M-H]-	M + 1	isotope of 2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.80063	158.08146:1464 158.12507:4344 158.98971:3862 159.06505:4868 159.10111:2790 160.00916:29243 160.01372:24985 160.03892:1529 160.51046:2270 160.94873:12202 160.99813:5543 161.04503:3749 162.02979:1599	
7	Unknown	17	0.07968758	0.1862639	0.2612947	190.9081	1793.38818359375	10306.85546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.549346	190.90804:986 191.01849:2518 191.0545:1043 191.12747:1205 193.97923:2132 194.00966:3563 194.90443:12590 194.98737:6951 195.04969:11492 195.90484:1883	
8	Unknown	18	0.1434746	0.1969368	0.6490421	85.99823	7456319.5	175431376	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	61.4221	85.97214:1584 85.99454:1026 85.99596:2959 85.99823:1817261 85.99956:12676 86.00268:1482 86.00986:1019 86.02323:3188 86.02361:9669 86.97378:1562 86.99475:2589 86.9956:6895 87.00119:3078 87.00196:4496 87.00751:76407 87.01822:6588 87.0189:7210 87.04239:1291 87.04374:343222 88.00271:5702 88.003:14474 88.03757:2556 88.03894:405609 88.04041:2493 88.98689:12428 89.02316:58087 89.04248:14719	
9	Unknown	18	0.1648433	0.1969368	0.368792	245.8721	3149.53002929688	15570.900390625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.680512	245.87209:1915 247.03682:1024 248.97248:298715 249.14769:1043 249.97553:2980 250.04724:4701	
