PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.02675145	0.1328257	0.3795678	183.5036	91099.9375	950558.875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	47.43674	183.02972:4524 183.10108:2586 183.13722:983 183.50361:20603 183.89653:2953 183.96604:5472 184.00569:2712 184.01397:8377 184.9602:131470 184.96651:13890 185.00917:19391 185.0805:3791 185.11006:2095 185.11693:1678 185.1531:5661 185.89461:2333 185.96315:2685 185.99292:3997 185.99653:1680 186.01247:2283 187.06004:2264 187.09614:4115 187.93276:1275	
1	Unknown	13	0.07955108	0.1434861	0.2505395	161.5093	11344.775390625	73467.8515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.708827	161.01679:1845 161.50934:3900 161.99264:1379 162.94606:2415 162.95864:3009 162.98054:5888 163.01439:1872 163.03833:1088 163.90693:26147 164.00901:96939 164.03364:1525 164.07:13674 164.98255:1911 164.9926:11097 165.01195:2730 165.01773:13296 165.03909:4429 165.90501:13507 166.02211:1641 166.04976:2483 166.05306:27052	
2	Unknown	13	0.04781796	0.1434861	0.282731	248.5333	2109.07446289063	8895.3046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.486521	248.97249:327585 249.14863:2658 249.16961:2008 249.97506:1822 250.04702:5145 250.14385:2442 252.01476:37758 252.99275:1859 253.01517:1165 253.01852:3763	
3	Unknown	14	0.1114592	0.1541756	0.314987	313.7347	19406.560546875	185347.78125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.34323	313.23761:1088 313.73475:4652 313.92959:12766 314.92979:3159 315.73227:3447 316.73776:19481 317.7306:1924	
4	Unknown	15	0.1114592	0.1648568	0.4335195	165.9047	64122.74609375	890140.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.21729	165.90472:11916 165.996:1243 166.01299:2250 166.05281:23074 166.95587:19897 166.99296:3402 167.9019:2627 167.99248:1057 168.02992:1087 169.01429:1656 169.08569:6731 169.09664:7485 169.12167:1274 170.00917:1303 170.02176:12391 170.08076:4093	
5	Unknown	15	0.1328257	0.1648568	0.2934996	214.8315	149797.953125	1235089.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.23282	214.83145:27220 215.01749:1075 215.83656:144594 216.12266:2812 216.83074:4226 217.00915:1287 217.01976:1852 217.83448:45793 218.00946:1563 218.82735:2909 218.97788:3482 219.17435:43080	
6	Unknown	15	0.07955108	0.1648568	0.2290438	297.7673	2400.29663085938	10631.1259765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.894275	297.916:2822 298.91173:8170 299.25776:25043 300.26072:5947 300.86912:8580 301.21593:3522 301.26429:1479	
7	Unknown	16	0.02675145	0.1755504	0.3042476	231.8374	1049.62219238281	3365.76098632813	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.99244	231.83739:1234 232.03674:3572 232.92353:7270 233.02051:1980 233.15292:6271 234.93131:1595 235.0022:1376 235.16898:7050 235.18084:1533 235.95277:109822	
8	Unknown	16	0.1221341	0.1755504	0.239775	257.8411	28856.677734375	189491.125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.859462	257.84108:6119 257.92307:1839 258.92:6151 259.00005:2259 259.91974:1486 260.92728:1151 261.14931:1373	
9	Unknown	16	0.1221341	0.1755504	0.36877	303.7646	1951.33081054688	10607.404296875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.02662	303.55194:1080 303.76463:1300 304.23534:1248 304.76959:5085 305.02145:1050 306.76777:3469 307.16568:1343	
10	Unknown	16	0.1008051	0.1755504	0.3257182	304.7696	22433.19921875	250171.0625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.6576	304.76959:5085 305.02145:1050 306.76777:3469 307.16568:1343 308.99679:1535	
11	Unknown	17	0.1221341	0.1862379	0.7356842	85.99814	8314143	230878256	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	69.85957	85.97242:1749 85.98651:1194 85.99143:1488 85.99369:1083 85.99492:1437 85.99672:4993 85.99814:1963675 85.99956:16773 86.00192:1114 86.00306:1219 86.00958:1127 86.0232:3065 86.02434:1802 86.03115:1473 86.99475:3017 86.99571:1824 87.0011:2402 87.00177:3737 87.00751:68090 87.01813:3010 87.019:8380 87.04373:240166 88.00278:16953 88.01015:1069 88.01093:3116 88.03894:452976 88.04041:3211 88.04717:2771 88.98657:12904 89.02317:47984 89.04085:1121 89.04262:14322 90.0084:3564 90.9702:1574	
12	Unknown	17	0.1221341	0.1862379	0.3364536	207.8291	1621.65380859375	7112.27587890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.763361	207.82913:1746 207.99477:1558 207.99868:42062 208.02564:153857 208.03105:27477 208.51573:1293 208.93291:16491 209.0021:2671 209.00926:1050 209.02001:1904 209.02825:6087 209.04402:7381 210.04744:1664 210.93019:5090 211.02502:1088 211.13225:4747 212.02006:6300 212.07351:6088	
13	Unknown	17	0.1221341	0.1862379	0.595256	255.8421	69815.875	1308658.375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.00885	255.84214:15484 256.23447:9181 256.92702:1165 257.23883:1020 257.84108:6276 257.92357:1360 258.91955:3751 259.92025:2231	
14	Unknown	18	0.06892198	0.1969107	0.5628729	116.9332	700850.875	16426394	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.81732	116.92732:27369 116.93319:142394 116.95838:74581 117.01822:11671 117.03728:2572 117.05425:7917 117.06566:1339 117.09029:1138 117.92791:1489 118.00356:22296 118.04978:8572 118.91725:1693 119.03389:1331 120.04392:1074 120.06497:1461 121.02454:2933 121.02834:183147	
15	Unknown	18	0.09016351	0.1969107	0.465836	145.941	2655.8466796875	15623.5703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.803447	145.99813:2627 146.02323:13760 146.04436:14104 146.96484:21709 146.98576:3922 147.02819:4704 147.06459:1528 148.04215:3791 148.99777:2508 149.01136:1153 149.02279:2452 149.99313:41150 149.99992:3106 150.04088:2926	
