PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.08024348	0.1446681	0.1768616	167.9024	1755.25390625	7250.39990234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.201579	167.90239:1025 168.02679:1043 169.01452:3887 169.08566:5211 169.09661:6855 169.90957:1633 170.02228:11960 170.08065:2260 170.52413:1462 170.99533:1497 171.06481:5792 171.10196:19799 171.13779:20091 171.95883:3795 172.09688:1613 172.10438:2550 172.14106:2309	
1	Unknown	14	0.1016663	0.1553763	0.2523756	194.8686	3749.82763671875	24768.470703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53.93761	194.90504:180116 194.93833:2856 194.98739:6621 195.01354:1206 195.04971:13020 195.90454:9241 195.99039:1120 196.9012:1752 196.9035:2668 196.93687:3705 197.95667:2431 198.01415:2430 198.95309:15060 199.02465:3630 199.05961:1470 199.09691:2778 199.13255:2314 199.16921:8179	
2	Unknown	14	0.02693753	0.1553763	0.2631318	313.7358	2004.8876953125	16544.193359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.152782	313.92977:15015 314.88806:1079 314.92914:1853 315.25409:2341 316.73777:10461 317.73062:1241 318.73572:5487	
3	Unknown	17	0.06955608	0.1876698	0.8371446	114.935	1278812.875	41461660	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.32369	114.93503:322705 114.99992:1758 115.00255:28862 115.03888:67448 115.07526:341446 115.07731:2715 116.00589:2394 116.03389:7697 116.07036:20378 116.07881:4945 116.92731:357352 116.93317:106338 116.95822:76248 117.01806:16628 117.05478:6663 117.9276:12847 118.00356:12558 118.02849:1004 118.04993:3802 118.91725:7702 118.92586:3196 118.95601:1256 118.96277:1319 118.99093:1551 118.9974:1403 119.00617:1281 119.03388:3086	
4	Unknown	17	0.1231745	0.1876698	0.3821352	203.8678	6428.18701171875	67269.546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.483415	203.86749:2050 204.91173:5274 205.02549:9009 205.0704:1012 205.15852:17081 206.00954:1762 206.04601:1557 206.16178:2625 207.00388:1243 207.04132:1324 207.99903:44387 208.02565:162799 208.03104:27777 208.03638:2098	
5	Unknown	19	0.06955608	0.2092468	0.5664611	116.9273	1902417.5	49077288	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.05332	116.92731:398784 116.93319:108363 116.95841:67139 117.01851:13579 117.0546:5553 117.07346:1526 117.9276:14090 118.00356:15245 118.01313:1053 118.03928:1137 118.04977:9883 118.91679:8767 118.92586:2895 118.93124:1360 118.95077:1835 118.95631:3284 118.99078:986 118.9917:1197 119.03412:4290 120.04407:1513 121.02454:3134 121.02833:185131	
6	Unknown	19	0.1553763	0.2092468	0.3063482	315.7329	2381.37939453125	13083.55859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.018678	315.2534:2420 315.73293:1263 316.73809:14174 317.05346:2061 318.73554:2397 318.9715:10583	
7	Unknown	19	0.04821655	0.2092468	0.2847254	316.7381	65526.9609375	798628.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.559885	316.73809:14174 317.05346:2061 318.73554:2397 318.9715:10583 320.89399:2347 321.02694:10399	
8	Unknown	20	0.06955608	0.2200425	0.7505535	85.99824	5360295.5	173918752	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	38.2728	85.97214:1233 85.99445:1392 85.99568:1585 85.99644:3197 85.99823:1330737 85.99956:10149 86.00116:2071 86.00258:1559 86.00967:1116 86.02292:3887 86.02358:7015 86.97358:1594 86.99561:2673 87.00182:4673 87.00753:59137 87.01822:4764 87.0189:8372 87.04374:338102 87.04518:2995 88.00222:7524 88.00302:13104 88.01064:2426 88.03907:120940 88.04736:2537 88.98694:10162 89.0232:42019 89.04115:2106 89.04244:13211 90.00799:2126 90.0086:2230	
9	Unknown	21	0.1984468	0.2308258	0.6421709	154.9413	176241.921875	2987158.75	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.56207	154.94129:27430 154.94586:5081 155.00124:4290 155.00831:16530 155.07126:1747 155.10629:3331 156.03091:6645 156.05125:2768 156.06502:3560 156.9391:10403 157.01419:3397 157.04895:4257 157.08533:8354 157.12226:70290 158.12508:5224 158.91094:974 158.95014:1336 158.99054:1445 159.00599:1048 159.03:976 159.06492:3437 159.10136:2918	
10	Unknown	21	0.1339035	0.2308258	0.2955232	240.8703	2702.6826171875	12400.4990234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.753702	240.87026:1191 241.01127:1057 241.14352:2900 241.21636:2944 242.53253:1198 242.95988:1396 243.97649:3646 244.90495:1506 244.98352:5298 245.19058:939	
11	Unknown	22	0.005320996	0.2416153	0.4146225	311.8083	1513.85168457031	4895.98828125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.27703	311.80827:1766 312.99155:5150 313.23762:983 313.93001:13060 314.9298:1362 315.00999:1666 315.73428:1210 316.73777:10204	
