PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.0268146	0.1331618	0.293617	161.5087	10344.2548828125	99178.9375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.199531	161.04391:2996 161.50873:3826 162.02954:2433 162.95935:1632 162.98106:5641 163.01338:2024 163.9069:24920 164.00918:98999 164.03387:3511 164.99282:13324 165.01217:3482 165.0177:13481 165.03907:8104 165.07352:1844 165.90497:9334 166.01296:2485 166.04948:1870 166.05303:25382	
1	Unknown	13	0.0268146	0.1438096	0.3902205	183.5036	85465.921875	934904.9375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	44.88068	183.01148:3702 183.02938:6846 183.10134:1291 183.50358:16584 183.89649:3479 183.96629:6452 184.00604:5315 184.01364:7670 184.96013:88305 184.96648:10942 185.00887:29976 185.08029:4494 185.11032:1770 185.15308:4842 185.99284:4406 185.99649:1624 186.07561:1350 187.0961:4513 188.00881:1468 188.09136:1483	
2	Unknown	14	0.07989128	0.1545012	0.2400423	245.872	3416.17358398438	21783.0078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.197791	245.87205:1232 248.9725:263783 248.9794:1979 249.14811:1498 249.16956:1557 249.96893:1671 249.97549:2986 250.04681:4772	
3	Unknown	16	0.09053706	0.175924	0.3365479	257.841	33712.9296875	427756.6875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.52025	257.84103:8098 258.91996:7224 259:1875 259.9192:1106 261.10773:2213 261.14876:1912	
4	Unknown	16	0.1331618	0.175924	0.3687977	275.8323	19303.2109375	193832.6875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.9024	275.83231:5212 275.93429:2663 276.92988:7761 276.98999:1235 277.21587:2706 277.92977:2067 278.98647:3277 279.23194:37568 280.23488:7610	
5	Unknown	16	0.1331618	0.175924	0.2721442	297.7678	1273.474609375	4867.849609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.46949	297.91592:3377 298.91281:6968 299.25788:31484 300.26172:4413 300.86904:11422 300.90246:1195 301.01017:1489 301.21626:7323 302.12286:1227	
6	Unknown	17	0.1545012	0.1865844	0.5302675	165.905	74692.5078125	1039644.125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.87396	165.90496:18097 166.01422:1872 166.05291:30483 166.95609:20544 166.99211:4516 167.00802:1648 167.01979:3834 167.05614:1688 167.90186:2810 167.95218:1262 168.97179:1531 169.01399:3639 169.08543:5976 169.09686:8659 169.9093:1286 170.02227:19689 170.0809:4132 170.52439:2710	
7	Unknown	17	0.07989128	0.1865844	0.2186029	181.0143	84134.7421875	640142.875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.886105	180.98797:2006 181.01424:18092 181.03299:7427 181.06854:1198 182.00875:2521 182.01749:1590 182.9299:5776 182.95895:3411 182.96308:527072 182.96658:3817 182.98712:3521 183.01178:1808 183.02933:6150 183.10134:1822 183.50358:11371 183.8965:3215 183.966:4308 184.00506:2696 184.00683:1443 184.01513:6626 184.9602:104525 184.96648:12553 185.00914:20460 185.08017:1702 185.15303:5575 185.89458:2663 185.96341:1383 185.99378:4810 186.01223:4092	
8	Unknown	17	0.07989128	0.1865844	0.2828816	316.7373	103134.3046875	1179325.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.782975	316.73732:23209 318.7357:9265 318.97177:9169 319.89779:3316 320.89422:4680 321.02638:9940	
9	Unknown	18	0.1118432	0.1972301	0.6487876	85.99822	6864309	171660688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	60.43522	85.97213:1495 85.9865:1765 85.9952:1898 85.9968:9389 85.99823:1720159 85.99954:12948 86.00077:3499 86.00267:1608 86.00352:2831 86.02319:3158 86.02376:3252 86.99474:1751 86.99547:3859 87.00099:1084 87.00185:2881 87.00749:65209 87.01812:4196 87.01889:7108 87.04374:269493 88.00258:6961 88.00288:15402 88.03903:292930 88.04079:1276 88.04716:3791 88.98677:7225 89.02318:51000 89.04113:1800 89.04183:6873 89.04263:7551 90.00849:1393	
