PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.1005704	0.1429388	0.6798852	85.99821	5681564	155371744	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.60042	85.99717:8925 85.99821:1505065 85.99954:8683 86.0229:3312 86.02356:3732 86.9955:3215 87.00185:2572 87.00747:74958 87.01811:1539 87.01888:6352 87.04371:289571 87.04516:1628 88.00287:17123 88.01023:1699 88.03902:259058 88.04734:2324 88.98682:19231 89.02315:45710 89.04252:5696 90.00868:3765	
1	Unknown	13	0.05823516	0.1429388	0.2071196	303.7646	2339.99438476563	12620.4716796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	40.61223	303.76457:1400 304.76953:4080 306.76728:5187 307.16498:1528	
2	Unknown	13	0.005331347	0.1429388	0.2820503	330.5096	1369.29211425781	4366.91748046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.143405	330.50963:1029	
3	Unknown	14	0.1217952	0.1535888	0.4432993	255.843	70949.34375	1025487	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.86418	255.84299:13049 256.23511:9653 257.84051:4671 257.92401:2542 258.92045:7509 259:1375 260.12402:1617	
4	Unknown	15	0.0477144	0.1642699	0.4432993	245.872	2426.47827148438	22604.359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.7363	245.87203:1030 248.97237:246321 249.14809:2126 249.97593:2787 250.04718:3862 250.14331:1801	
5	Unknown	15	0.08998498	0.1642699	0.4647596	275.8326	15277.041015625	254227.421875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.3459	275.83264:3800 275.93373:1905 276.93041:7669 276.99107:1209 277.21586:2373 277.92426:1428 277.93031:1595 278.9859:3613 279.23248:32463 280.23508:4485	
6	Unknown	17	0.08998498	0.1856739	0.3143355	164.9099	2173.5830078125	7677.02734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.005762	164.99278:11754 165.01164:4351 165.01917:17915 165.02897:1060 165.03899:6153 165.90493:10395 166.01317:2798 166.05299:22671 166.95605:24347 166.99191:4364 167.0085:1725 167.0195:2631 167.90209:3016 167.95111:1151 168.98243:1355 169.01421:3532 169.08536:4122 169.09683:6681 169.12316:1431 169.90926:1872	
7	Unknown	18	0.1005704	0.196426	0.2606109	187.933	4199.87890625	26023.65234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.44998	187.93302:1539 188.90399:74481 188.93773:14261 188.98025:6502 189.90834:1408 190.0142:1543 190.99593:1849 191.01815:2829 191.05478:1321 191.12807:1362	
8	Unknown	18	0.1217952	0.196426	0.2820503	208.8348	3050.26220703125	16786.12890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.774103	208.51568:1875 208.93328:12072 208.98342:1631 209.00205:3067 209.02032:3205 209.0239:1101 209.02856:8635 209.04433:11337 210.00408:1600 210.93014:2881 211.01843:1688 211.1326:3796 212.01974:6884 212.07383:11439 212.83348:23306 212.99482:1157 213.01356:4973 213.07704:1219 213.14823:1222 213.18624:1664	
9	Unknown	19	0.0687768	0.2071196	0.3573249	166.0857	1806.41381835938	7013.5166015625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.808718	165.90496:7402 166.01294:1648 166.02258:1479 166.05302:25371 166.08601:1446 166.95582:15628 167.00801:1509 167.90237:2550 168.02626:1595 168.0291:2590 168.97178:1396 169.01424:4579 169.08564:6611 169.09685:7799 169.12267:1286 170.022:15534 170.08065:4570 170.52411:2353 170.99505:1111 171.06479:6018	
10	Unknown	19	0.1535888	0.2071196	0.3680602	313.735	21567.046875	228492.578125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.82854	313.73499:4460 313.92953:11644 314.92973:1749 315.00926:1314 315.73288:5670 316.02176:1039 316.7377:18869 317.73121:1763	
11	Unknown	20	0.0687768	0.217803	0.6583854	114.935	1500124.25	40889000	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.17265	114.93296:2467 114.93502:393070 114.9372:2981 115.00254:35226 115.03891:68526 115.07511:357079 115.07729:3130 115.9379:2373 116.03445:7771 116.04247:2594 116.07049:15297 116.07892:4589 116.92744:9770 116.93332:116818 116.95839:68946 117.01804:10033 117.05467:7603 118.00369:10010 118.0493:3566 118.05006:3198 118.95076:1480 119.03398:3940	
