PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
986	N-Acetyl-L-Phenylalanine	289	0.8121845	1.044781	1.841336	206.0816	1633189120	17271132160	null	[M-H]-	M + 0	found in higher mz's MsMs_929; found in higher mz's MsMs_1003; found in higher mz's MsMs_1072; found in higher mz's MsMs_997; found in higher mz's MsMs_1059; found in higher mz's MsMs_1118; found in higher mz's MsMs_1113	1.035	206.0815	C11H13NO3				330	TRUE	TRUE	TRUE	100	96.9	96.9	100	98.7	65794.82	205.90346:151687 205.98517:591832 205.99878:133541 206.01736:158446 206.02297:134354 206.03821:372088 206.04646:179774 206.05102:233828 206.05628:85831 206.06049:117551 206.06365:309608 206.06786:443845 206.07066:734354 206.07487:1420078 206.08156:1008221888 206.0868:7281065 206.09416:716074 206.09837:341216 206.10223:185488 206.10644:128440 206.11381:265909 206.118:317280 206.12363:204516 206.12644:206869 206.14469:136014 206.16329:105821 206.17698:531355 206.26125:121854 207.07959:1930999 207.08489:123060384 207.08983:781076 208.08208:282013 208.08562:4463027 208.08775:4726241 209.08901:534766 209.09183:195201	50.79417:27163 58.02818:719212 58.51455:26095 70.0281:561996 71.98814:23951 81.6513:25056 91.05387:540751 111.42663:29620 147.04354:1265431 162.09198:114487 164.07128:5984470 165.07463:55931 166.05265:27569 206.08079:3249925 207.08626:33998
1043	N-Acetyl-L-Leucine	295	0.6830166	1.059991	1.857933	172.0971	319140032	3349865472	null	[M-H]-	M + 0	found in higher mz's MsMs_997; found in higher mz's MsMs_1056	1.052	172.0968	C8H15NO3				330	TRUE	TRUE	TRUE	100	87.9	87.9	100	95	5354.162	172.06447:111369 172.08053:88465 172.08213:108136 172.08641:86779 172.08856:84907 172.09284:510188 172.09714:202133264 172.10087:1531737 172.10408:245875 172.10649:156137 172.11051:119818 172.13032:65421 172.17022:142471 173.04458:3756316 173.08079:107947 173.09399:337499 173.10024:18189596 173.10347:247289 174.02962:70841 174.04772:280581 174.10123:900826 174.10369:299446 174.95582:233721 175.06043:710584 175.10435:83225 176.85674:64024 176.98523:333995	58.02847:72939 66.43226:9099 82.06504:20115 83.01243:40705 97.93481:11942 128.10635:511087 130.06499:74276 130.08614:17079134 130.10721:98739 131.08976:215433 154.08583:17238 154.94758:11798 172.06677:22549 172.0968:4866372 172.12673:24473 172.13958:29996 173.04504:10635 173.10188:76619
1220	N-Acetyl-L-Methionine	313	0.7410204	1.109247	1.857933	190.0536	479713600	4842076160	null	[M-H]-	M + 0	found in higher mz's MsMs_1175; found in higher mz's MsMs_1167; found in higher mz's MsMs_1240; found in higher mz's MsMs_1285	1.103	190.0536	C7H13NO3S				330	TRUE	TRUE	TRUE	100	96.7	96.8	100	98.6	10769.59	189.77057:44403 189.89586:58827 189.96828:234745 189.99518:45282 190.00885:51558 190.01537:133119 190.02872:98318 190.03152:85793 190.03649:132740 190.04022:101483 190.04643:576994 190.04923:1804570 190.05358:370898976 190.05823:2293264 190.06321:266072 190.06973:106766 190.07222:95933 190.07439:97510 190.07688:70525 190.07966:137775 190.09086:98920 190.09335:67602 190.11323:59243 190.1381:164172 190.14059:85826 190.21055:46326 190.33846:43022 191.05065:671979 191.05316:1430185 191.05659:26636380 191.0613:151068 192.04455:82764 192.04928:17485386 192.0537:156106 192.05749:1517244 192.06002:455053 192.06568:12980954 192.07011:104963 193.04623:52900 193.05252:979193 193.06142:126144 193.06875:1102031 194.05352:73440 194.05608:44650 194.07019:54569 194.07275:80172 194.90524:176569 194.99573:43263	51.05061:651032 56.25188:597653 66.43332:706079 70.02799:750134 84.04368:8218183 84.14088:627862 85.32309:667354 96.95493:610252 98.06005:16684149 100.03939:1083187 104.40657:634464 112.03933:7024299 131.41209:712748 142.04975:77368792 143.05389:1824026 146.06409:792534 148.04307:106059360 149.04597:1381446 170.8551:608317 174.91711:613236 190.05295:63429628 191.05594:1381467 194.60402:677488 206.69108:576954
1268	Hippurate	319	0.925065	1.125834	1.407066	178.0502	73624312	729922688	null	[M-H]-	M + 0	found in higher mz's MsMs_1285	1.137	178.0502	C9H9NO3				330	TRUE	TRUE	TRUE	100	88	88	100	95	2100.35	177.97216:27836 178.0158:28831 178.03608:31598 178.0403:41856 178.04255:59728 178.04593:313077 178.05016:64629296 178.0541:358837 178.05889:50634 178.06312:39417 178.12737:41037 179.03737:47402 179.04765:108019 179.05355:5851198 180.05429:296518 180.05687:173928 181.04928:36041 181.05737:29293 181.07123:34399 181.08626:41797 182.96345:1650277 182.98779:1491540	56.01252:27200 60.99147:8676 66.43228:9344 77.03802:16678 78.98416:16332 97.93667:9863 102.03343:57268 121.02823:11389 132.04437:78332 134.0606:6356826 134.08127:46486 135.06303:98840 148.03877:39438 160.03868:42882 178.01659:38540 178.05033:5448175 178.08194:35643 179.05323:114034 185.87094:8497
1482	Nicotinate	343	1.010664	1.192934	2.195569	122.0236	238840000	2426017536	null	[M-H]-	M + 0	similar chromatogram in higher mz_1503	1.205	122.0235	C6H5NO2				330	TRUE	TRUE	TRUE	100	82.9	85.2	66.7	90.5	11206.66	121.84861:47806 121.97901:73611 121.98028:152831 121.99163:39361 121.99738:45823 122.00457:111173 122.00569:65684 122.0076:82024 122.00872:60238 122.01009:189106 122.01192:109376 122.01351:119137 122.01479:123021 122.01671:170753 122.01799:220001 122.02119:2319920 122.02359:318011456 122.02534:1798269 122.02854:310897 122.02982:101090 122.03109:180129 122.03301:83896 122.03445:129468 122.03637:107571 122.03781:149275 122.04085:71497 122.04321:193667 122.04532:62841 122.05491:52610 122.06749:260928 122.08242:45265 122.17011:49064 123.02047:550693 123.02442:170260 123.02685:20880266 123.02912:157318 123.05485:95478 123.90081:108154 124.02763:789998 124.02999:353558 124.98984:279500 125.03107:56118 125.03438:49823 126.01821:46853	59.04848:693688 66.43127:275265 66.69139:238737 67.59366:221280 78.03347:7430760 80.29602:241320 82.78339:229517 87.60694:239898 94.02825:344395 113.15687:285196 122.02325:14001669
1607	Pantothenate	355	0.9074193	1.225021	1.841336	218.1029	920752384	10039648256	null	[M-H]-	M + 0	found in higher mz's MsMs_1633; found in higher mz's MsMs_1630; found in higher mz's MsMs_1625; found in higher mz's MsMs_1614; found in higher mz's MsMs_1717	1.222	218.10291	C9H17NO5				330	TRUE	TRUE	TRUE	100	93.9	93.9	100	97.4	67349.67	217.99714:180592 217.99981:45977 218.00515:58793 218.01126:50458 218.03111:45026 218.03721:83125 218.05576:165177 218.0605:67566 218.0647:86460 218.07043:162780 218.07539:67888 218.07845:144770 218.08379:119508 218.09258:366941 218.09716:2252677 218.10287:460129696 218.10862:2181164 218.11167:597477 218.11625:175380 218.11893:209866 218.12351:116005 218.13192:142866 218.13803:82553 218.14681:49512 218.15178:73782 218.17012:61150 218.17318:52402 218.17623:47288 218.18082:46366 218.19916:54013 218.20222:47026 218.20748:234668 218.29703:60006 218.31232:49004 218.45314:62200 219.1004:1063856 219.10615:45674552 219.11463:78940 219.17438:163055 220.10246:87990 220.10672:3015932 221.11023:215127 222.07628:108441	53.30216:95851 59.01234:192069 71.01219:1771592 71.04832:480116 88.03866:29769000 99.04368:162858 111.13156:94593 116.0342:111232 116.06977:123076 134.14022:108679 146.08081:13242660 191.21636:107632 218.10173:14178508
1698	(RS)-Mevalonate	367	0.993929	1.257881	1.841336	147.0653	55527468	670902336	null	[M-H]-	M + 0		1.273	147.065	C6H12O4				330	TRUE	TRUE	TRUE	100	92.8	67.4	73.3	90.5	430.8053	147.02871:120069 147.06211:166738 147.06528:24661662 147.06825:124436 148.00634:84523 148.06845:1171770 148.99958:42129 149.06948:221549 149.99327:104400 150.0009:42762 151.00589:433639 151.03896:118490 152.03426:50309	57.03308:5634 59.01233:15731 61.98664:15330 66.43229:4432 71.04049:10387 71.04847:1467022 71.05697:12127 72.05191:13428 72.99153:9014 85.02775:19415 87.00719:24833 89.05978:6787 99.04376:44998 109.09094:4490 115.03881:5950 129.01756:6654 129.05505:94786 145.04965:8425 147.02878:42973 147.06555:1884738 147.08919:13125 148.06896:23527 149.05114:4475
1704	Biotin	367	1.044781	1.257881	1.675053	243.0805	54210504	615036864	null	[M-H]-	M + 0		1.256	243.08051	C10H16N2O3S				330	TRUE	TRUE	TRUE	100	87.9	87.9	100	95	1442.401	243.07422:177425 243.0805:23846012 243.08725:128972 244.04364:94948 244.07755:81809 244.08371:1897763 244.0997:100783 245.04707:43910 245.07605:734943 245.08483:68785 246.07959:57119 248.07949:110089	60.76978:55641 68.04874:69808 74.00524:247436 74.02329:36949 95.02374:25368 97.03918:30662 111.05491:32799 120.0803:77922 122.09613:252651 139.05785:35264 148.07553:34813 156.08442:364693 165.10281:473144 166.0872:2231169 191.08097:60509 197.09201:175457 199.09111:971422 200.07543:4487186 209.0936:653342 243.07921:20653688 243.13298:131402 244.08449:97748
1894	Acetyl-L-Threonine	391	0.925065	1.32446	1.873629	160.0606	2424036352	30250000384	null	[M-H]-	M + 0	found in higher mz's MsMs_1803; found in higher mz's MsMs_1800; found in higher mz's MsMs_1973; found in higher mz's MsMs_1970; found in higher mz's MsMs_1966; found in higher mz's MsMs_2012	1.323	160.06059	C6H11NO4				330	TRUE	TRUE	TRUE	100	99.7	99.7	100	99.9	63290	159.73261:100804 159.79678:121557 159.92907:108920 159.97129:86062 159.99048:73006 159.99448:592447 160.0068:88101 160.01448:110652 160.02312:97079 160.02504:161771 160.02888:137522 160.03089:422047 160.03272:188326 160.0359:295573 160.03944:143325 160.04112:217468 160.04352:224602 160.04688:397786 160.0512:362798 160.05408:650495 160.05697:3914152 160.06058:956901824 160.06393:7030483 160.06801:418487 160.07521:215813 160.07666:225730 160.07882:232041 160.08098:316003 160.08752:228338 160.08938:324355 160.0913:277629 160.09515:107789 160.09707:111763 160.10091:84428 160.10572:163122 160.11629:97667 160.11917:122201 160.12205:94392 160.12397:92966 160.12589:399856 160.12782:194595 160.12974:92804 160.14896:110088 160.15761:87586 160.18261:100719 160.18838:82487 160.27976:112539 160.28361:89622 160.31634:81522 160.3693:75639 160.3905:101124 160.73787:75486 160.99721:84250 161.04373:94392 161.05732:1830258 161.06361:62940848 161.06699:372036 161.0699:91914 162.06067:149638 162.06459:6720780 162.06679:1151055 162.98115:94315 163.06815:258486 165.01812:291713	59.01232:49412 70.02849:4392415 70.03631:32693 71.049:52111 72.04375:1754940 74.01422:156078 74.02324:26248098 74.03718:31299 75.0265:108891 98.01025:59367 98.02309:7034596 98.03694:52425 98.05988:967831 99.02682:60825 116.01718:203812 116.03409:9587812 117.03771:63121 118.0494:349418 159.91391:48105 160.0233:54817 160.05973:3294281 160.91411:36819 161.06524:43033
2004	Thymidine	403	1.010664	1.357316	1.792163	241.0829	9228410	102941400	null	[M-H]-	M + 0	found in higher mz's MsMs_2006	1.357	241.0825	C10H14N2O5				330	TRUE	TRUE	TRUE	100	74.2	73.8	100	89.2	236.9096	241.08287:4753158 242.0859:443521 243.08038:1850487 244.04356:212376 244.08434:208192 245.07618:79400	61.61659:9587 70.48435:8269 117.92793:9010 120.09155:8956 125.03386:5608406 125.05374:39284 127.04981:22698 127.17215:8837 151.05018:49912 153.09108:13564 197.08143:8788 197.15494:14791 199.6145:9074 241.08309:287260 241.18141:12330 241.21561:50060
