PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.0762067	0.1264043	0.2370806	178.071	2024.29089355469	6096.03662109375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.279007	178.071:2478 178.87187:1961 180.87029:2785 182.93025:3188 182.96312:564362 182.98717:4900	
1	Unknown	12	0.09627948	0.1264043	0.2169308	295.7622	19670.166015625	126574.7890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.710399	295.76821:6671 295.80214:7132 296.7622:105255 296.79736:42690 298.75977:26086 298.79496:9691 298.9129:3824 300.11874:1812 300.75903:2436	
2	Unknown	12	0.06618591	0.1264043	0.6236364	301.7663	314359.15625	7795831	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.19903	301.76627:72122 303.76444:99448 304.76711:3008 305.76311:50940	
3	Unknown	13	0.005434213	0.1364063	0.2571597	204.2522	1109.30053710938	3341.1494140625	null	[M-H]-	M + 0	similar chromatogram in higher mz_6; similar chromatogram in higher mz_7; similar chromatogram in higher mz_8; similar chromatogram in higher mz_9	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.18601	203.83366:289208 203.86824:1046316 203.87307:6325 204.83666:3670 204.87108:18277 204.91211:3410 204.96951:2133 205.15892:5842 205.8316:328645 205.86138:4240 205.86629:944595 205.87013:6924 206.86946:12072 206.94863:9704 207.82846:49520 207.86415:120575 207.94432:6021 208.83136:2023	
4	Unknown	13	0.0158717	0.1364063	0.2672554	251.872	1092.49926757813	3290.544921875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.436094	254.86362:11422 255.23187:31895 256.86166:7534	
5	Unknown	13	0.005434213	0.1364063	0.3583132	260.9004	1423.08508300781	4286.25048828125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.896666	263.86387:2391	
6	Unknown	13	0.005434213	0.1364063	0.2571597	296.6265	1126.13598632813	3391.85693359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.52272	296.76224:110600 296.79706:68361 297.80025:5248 298.75981:31493 298.7953:7549 298.91232:3230 300.75783:5032	
7	Unknown	13	0.005434213	0.1364063	0.2571597	321.5111	1178.35046386719	3549.12377929688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.56701	322.77524:2708 323.80699:6164 325.80411:7521	
8	Unknown	13	0.005434213	0.1364063	0.2571597	349.7118	1446.73754882813	4357.490234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.93475	349.71178:1995 349.76761:2298	
9	Unknown	13	0.0158717	0.1364063	0.2571597	349.7676	1629.10986328125	4906.78515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.389448	349.71178:1995 349.76761:2298	
