PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.03608548	0.1262202	0.1762887	304.7614	14699.515625	102339.8828125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.206558	304.76834:6275 305.76158:48487 307.76017:12035	
1	Unknown	13	0.06616233	0.1362202	0.2565319	214.3734	1903.99438476563	5719.7490234375	null	[M-H]-	M + 0	similar chromatogram in higher mz_2; similar chromatogram in higher mz_4	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.067784	214.83185:409451 214.93528:3690 215.83665:3531 215.87576:2135 216.82961:98738 217.83286:2641 218.82698:11281 219.17412:46049	
2	Unknown	13	0.005456529	0.1362202	0.2565319	247.275	1352.99536132813	4064.50439453125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.05991	248.81792:2854 248.97179:15829 250.14293:3186 250.816:3000 252.01514:2021	
3	Unknown	13	0.0861747	0.1362202	0.2464861	297.7667	14587.267578125	109120.9609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.486471	297.7667:5358 298.75977:31454 298.79437:10088 298.93067:2332 300.75717:4411 301.76599:59147	
4	Unknown	13	0.005456529	0.1362202	0.2565319	309.4765	1181.78454589844	3550.17358398438	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.63569	310.73159:7930 312.72951:9530 312.9913:3270 313.80941:13418 313.90919:3033	
5	Unknown	13	0.005456529	0.1362202	0.3471604	354.7942	1276.51684570313	3834.7568359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.53034		
6	Unknown	14	0.01591268	0.146243	0.2665776	72.2223	1202.60705566406	3613.22338867188	null	[M-H]-	M + 0	similar chromatogram in higher mz_7; similar chromatogram in higher mz_8; similar chromatogram in higher mz_9; similar chromatogram in higher mz_13	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.05214	72.00737:13114 72.2223:2147 72.70971:1955 72.99134:14868 73.02773:51401 74.02316:8147 74.02369:5462 74.95677:2794 74.98586:10521 74.98647:5424 74.98786:2208 74.98848:2908 74.99002:2986 74.99186:2156 74.99464:2838 74.99525:2366 74.99587:3433 74.99764:7286 74.99833:2899 74.99892:7690 75.00018:4476 75.00172:7923 75.00303:12539 75.00365:5273 75.00442:8551 75.00519:15936 75.00611:120261 75.00727:19671222 75.00811:132654 75.00965:15408 75.01066:5828 75.01119:14099 75.01181:5457 75.0125:4700 75.01312:2325 75.01374:6537 75.01458:3077 75.01528:3574 75.01589:5403 75.01659:7228 75.01828:3003 75.01898:3892 75.01959:3587 75.02298:2257 75.02637:3012 75.02844:19260 75.04641:2030 75.05258:2165 75.09484:2871 76.01066:379366 76.01152:5494 76.01372:2379 76.96876:58939 76.98688:3202 77.01161:71414	
7	Unknown	14	0.01591268	0.146243	0.2665776	86.50435	1210.50744628906	3636.9599609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.21015	86.02273:2465 86.97368:2644 87.00754:20437 87.01803:2194 87.0188:4067 87.04383:84418 88.00281:3136 88.03909:51057 89.02322:19169 89.04094:4724 89.04174:6023 89.04254:3973 91.02081:106196 91.03844:6091	
8	Unknown	14	0.01591268	0.146243	0.2665776	98.20889	1240.02136230469	3725.63427734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.80043	98.02302:6790 98.9481:2574 98.96552:8176 99.00718:4574 99.04164:7672 99.0441:2581 100.00268:46037 100.98246:8040 100.98427:1053721 100.98595:6209 101.02302:6773 101.05941:208999 101.97985:12779 102.01824:6619 102.05417:6263 102.06272:3797 103.01363:186480 103.01534:2326 103.03195:2153 103.0353:3616 103.03679:23385 103.03865:3561571 103.04001:17810 103.0415:6599 103.0425:2272 103.07264:2529 103.07524:4320	
9	Unknown	14	0.02604175	0.146243	0.2766047	121.3494	1129.22973632813	3392.76171875	null	[M-H]-	M + 0	similar chromatogram in higher mz_12	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.910388	121.02825:114801 122.03193:3246 122.96627:100713 123.02056:2258 123.90067:385377 123.97918:2894 123.98769:4630 124.00062:7036 124.03911:4321 124.99808:44877 125.02311:3360 125.89851:49881	
