PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.005425729	0.136179	0.2662824	184.1976	1251.98083496094	3756.29174804688	null	[M-H]-	M + 0	similar chromatogram in higher mz_1; similar chromatogram in higher mz_3	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.844874	183.89684:26945 183.96605:7434 184.9598:94560 184.96652:33644 185.08051:2798 185.11037:4843 185.15312:8096 185.86698:35455 185.89492:12442 186.15694:2541 187.09615:3321 187.86528:30925 187.89215:4557 188.93798:85836	
1	Unknown	13	0.005425729	0.136179	0.256247	215.3708	2189.7822265625	6569.95751953125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.37581	214.93565:2833 215.37083:2583 216.8296:102472 216.94435:2326 217.87213:4167 218.82697:18575 218.9195:3407 219.17435:49091 220.17743:10300	
2	Unknown	13	0.08610228	0.136179	0.1861599	297.7655	16207.8974609375	86948.8359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.78039	297.76547:5155 298.75952:41441 298.79528:10896 298.91412:2581 300.7584:6638 301.76601:70145	
3	Unknown	13	0.005425729	0.136179	0.256247	299.8009	1634.62390136719	4904.32763671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.030939	300.7584:6638 301.76601:70145 303.75838:1895 303.76455:132768 304.76836:5294	
4	Unknown	14	0.005425729	0.1461706	0.3771712	75.00729	79887920	1669943808	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.99322	74.92293:3631 74.98587:11471 74.98649:9379 74.98818:3205 74.9891:2462 74.98972:4420 74.99126:2905 74.99249:2732 74.99311:3003 74.99403:2785 74.99526:2527 74.99588:3601 74.99688:5194 74.99742:8004 74.99804:8838 74.99873:5054 74.99927:5643 75.00012:2265 75.00181:7264 75.0025:6409 75.00304:4913 75.00427:23895 75.00489:13366 75.00581:27608 75.0062:135337 75.00728:19626850 75.00843:118006 75.00943:25272 75.00997:13387 75.01059:15328 75.01182:6526 75.01244:7751 75.01321:5907 75.01429:2995 75.01506:4632 75.0156:3126 75.01687:15427 75.01899:3437 75.0196:8877 75.0203:5089 75.02238:2576 75.02299:2379 75.02515:2899 75.02677:3146 75.02851:22953 75.03594:2228 75.09207:2985 75.09485:2850 76.01068:430386 76.01153:5956 76.96863:63475 77.01171:60681 77.96825:2992	
5	Unknown	14	0.0158653	0.1461706	0.2662824	90.10163	1393.96997070313	4181.375	null	[M-H]-	M + 0	similar chromatogram in higher mz_6; similar chromatogram in higher mz_8; similar chromatogram in higher mz_19	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.8794	90.02664:6557 91.02084:116013 91.03835:6331 93.01771:3348 93.03345:55686 94.0365:2526 94.97492:2646 94.97668:2456 94.97755:14546 94.9792:2410678 94.98085:11438 94.98161:3150 94.99105:2055	
6	Unknown	14	0.0158653	0.1461706	0.2662824	95.23764	1225.13305664063	3674.92895507813	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.50266	94.97492:2646 94.97668:2456 94.97755:14546 94.9792:2410678 94.98085:11438 94.98161:3150 94.99105:2055 95.97906:33137 95.98407:4996 96.00783:44382 96.95877:3567 96.96829:13795 96.98391:2329 97.01121:2460 97.0282:2527 98.0234:5790 98.96574:10628 99.00766:5222 99.01806:2330 99.01888:4731 99.04085:4450 99.04166:7164 99.044:5455 100.00293:4696 100.03923:3367	
7	Unknown	14	0.03602138	0.1461706	0.2863572	230.7655	15746.5439453125	163863.484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.32839	230.7655:5407 230.85323:3284 230.98512:4694 232.76222:3003 232.92357:5178 233.15322:8739 235.16933:6658	
8	Unknown	14	0.0158653	0.1461706	0.2662824	296.015	1183.7158203125	3550.69311523438	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.67432	295.76761:5721 295.80199:6050 296.76203:146368 296.79737:67944 297.80143:2695 298.75978:24947 298.79529:13238	
9	Unknown	14	0.08610228	0.1461706	0.1761663	359.2766	3085.43505859375	11528.7685546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.187643	359.27665:2662	
