PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.06619621	0.1263249	0.3071633	165.9304	38456.5625	430739.09375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.008256	165.93043:7050 166.05304:34010 166.95626:95098 166.99217:2188 167.9509:2809 169.0854:5311 169.09656:8359	
1	Unknown	12	0.005457049	0.1263249	0.2065682	265.3192	2347.34375	10918.8310546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.143981	265.31915:2136 265.86211:5225 267.86035:2144 270.02472:7284	
2	Unknown	12	0.06619621	0.1263249	0.1764746	330.7848	3096.04638671875	13371.65234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.672758	332.80703:3257 334.80569:6636 334.89505:15426	
3	Unknown	13	0.005457049	0.1363541	0.2567888	181.3841	1047.88415527344	3152.3017578125	null	[M-H]-	M + 0	similar chromatogram in higher mz_4; similar chromatogram in higher mz_6	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.95768	180.95941:5244 180.98741:2586 182.96309:583121 182.98714:5337 183.0118:5888 183.10166:3149 183.89682:29517 183.96567:7553 184.93668:2702 184.95978:117668 184.9665:26577 185.00946:4560 185.15366:3302 185.86695:36175 185.89506:15397 185.96193:3102 185.99441:2807	
4	Unknown	13	0.005457049	0.1363541	0.2567888	246.3463	1249.8447265625	3759.8505859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.99689	245.87166:19122 246.87577:2841 247.87034:5226 248.81835:4849 248.97148:13663 250.14383:6001	
5	Unknown	13	0.08624608	0.1363541	0.2367034	246.8758	3468.21533203125	11559.970703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.713348	246.87577:2841 247.87034:5226 248.81835:4849 248.97148:13663 250.14383:6001	
6	Unknown	13	0.005457049	0.1363541	0.2567888	254.7534	1154.67041015625	3473.54174804688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.09341	254.8638:15109 255.23229:37218 256.23552:4328 256.86159:9904 258.91259:2285	
7	Unknown	13	0.08624608	0.1363541	0.2567888	318.7241	1427.92993164063	4295.576171875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.033149	318.72407:2003 320.89399:3240 322.77515:3748	
8	Unknown	14	0.04613383	0.1463894	0.2769094	186.9045	3440.01928710938	19312.884765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.900177	186.90451:2746 187.86496:25445 187.89152:2195 188.93532:2515 188.93809:79551 189.86371:3077 190.9531:1853 191.12717:2222	
9	Unknown	14	0.01592365	0.1463894	0.2668552	211.2713	1254.04907226563	3773.00146484375	null	[M-H]-	M + 0	similar chromatogram in higher mz_11; similar chromatogram in higher mz_13	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.08098	210.86881:3431 211.13264:5496 212.02005:6753 212.07347:14596 212.83387:420029 213.83658:3417 214.83184:441233 214.83703:2214 215.05449:2022 215.83587:3556	
10	Unknown	14	0.0962502	0.1463894	0.2166078	293.7636	14092.234375	76120.46875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.98788	293.7708:3041 293.80424:4866 294.76412:243848 294.79872:158598 294.90222:23335 295.80255:3551 295.86107:2135 296.76193:123940 296.79705:62596 296.93196:5046 297.80017:3470 298.75973:33385	
11	Unknown	14	0.01592365	0.1463894	0.2668552	314.6278	1153.60778808594	3470.80810546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.07215	314.72808:8153 315.80565:4249 315.80764:12212 316.72573:2799 316.80595:1954 317.80314:5052 318.80505:1989	
12	Unknown	14	0.0962502	0.1463894	0.2567888	318.8051	2534.0595703125	8425.6875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.109357	318.80505:1989 320.894:3397 322.77516:2851	
13	Unknown	14	0.01592365	0.1463894	0.2668552	355.0653	1152.8173828125	3468.43041992188	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.05635	357.06081:5324	
14	Unknown	15	0.02604855	0.1564039	0.2166078	71.55082	1648.52429199219	5486.43310546875	null	[M-H]-	M + 0	similar chromatogram in higher mz_18; similar chromatogram in higher mz_16; similar chromatogram in higher mz_17	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.60252	72.0073:7657 72.00767:5603 72.96798:2728 72.99171:16737 73.02819:27990 73.63206:2092 74.02301:8547 74.02354:7345 74.92292:2452 74.93623:2166 74.98632:17958 74.98848:2008 74.98917:2508 74.98971:4175 74.99094:2984 74.99441:2895 74.99533:2480 74.9978:12995 74.99841:3743 74.99918:3373 74.99964:3998 75.00049:2297 75.00141:4622 75.00242:8931 75.00365:8400 75.00426:10825 75.00488:25033 75.0058:34188 75.00727:18189964 75.00842:162058 75.00904:39913 75.01004:19730 75.01058:11307 75.01158:11279 75.01248:12388 75.01289:5206 75.01435:3695 75.0152:6335 75.0159:4634 75.01651:7343 75.01713:7064 75.01959:2769 75.02083:2503 75.02268:2497 75.02329:2597 75.02391:2486 75.02637:2671 75.02799:2799 75.02861:18136 75.02976:2195 75.04672:3485 75.07818:3278 75.08774:2600 76.01067:356612 76.01309:3216	
15	Unknown	15	0.02604855	0.1564039	0.1865121	292.8004	543365.125	4869540	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.53794	292.76605:161728 292.80039:124684 293.17471:5890 294.76417:265105 294.7988:199604 294.90253:28721 295.76757:5468 295.80141:7168 296.76217:113980 296.79703:72924 297.80017:2614	
16	Unknown	15	0.02604855	0.1564039	0.2769094	304.61	1095.26428222656	3295.7255859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.90528	304.80934:2806 305.76243:54669 307.76011:15357	
17	Unknown	15	0.005457049	0.1564039	0.2467304	331.8918	4528.35205078125	17623.96484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.900914	331.89184:3470 332.80634:3058 334.80572:5586 334.89494:14981 336.80339:4155	
18	Unknown	16	0.02604855	0.1664413	0.2869989	281.4727	1008.27380371094	3034.35668945313	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.16548	283.2634:20471 283.80034:203004 284.26656:2179 284.79749:2846 284.80376:5081 285.79898:295715	
19	Unknown	17	0.005457049	0.1764746	0.3273007	196.4995	1235.57116699219	3718.56860351563	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.71142	196.86123:5831 196.86581:947247 196.93687:9110 197.86818:12182 198.86394:111358 198.95241:3408 199.13254:3536 199.16899:13786	
20	Unknown	17	0.1062918	0.1764746	0.3273007	232.7639	8851.4521484375	62110.6796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	177.0291	233.15383:6692 233.9121:2525 234.15703:3053 234.76147:1950 234.87368:8053 235.16929:6361 235.95246:17618 236.87195:10997 236.95174:5009 237.12309:22735	
21	Unknown	17	0.02604855	0.1764746	0.6434507	296.7963	313730.59375	7908405.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	183.4439	296.76212:114827 296.79629:76757 296.93135:3828 297.04664:2206 297.79956:2969 298.75973:21563 298.79495:13058 298.91224:3025 301.76606:61714	
22	Unknown	17	0.005457049	0.1764746	0.2266347	340.7115	1847.56799316406	5828.90966796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.23148	340.71155:2345	
