PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	11	0.05613058	0.1162635	0.2964727	74.84243	1640.34887695313	6895.171875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.840716	74.84979:2338 74.92263:3549 74.93678:2599 74.96509:2171 74.96817:3117 74.97771:2422 74.98356:2487 74.98614:22346 74.98726:2495 74.99249:3394 74.9938:4431 74.99473:3089 74.99588:2073 74.9968:3245 74.99757:4254 74.99842:3276 74.99919:3212 75.00119:4065 75.00243:9626 75.0032:8932 75.0042:20166 75.00528:31289 75.00612:100513 75.00728:19847414 75.00813:135776 75.00967:28058 75.01074:20983 75.01182:10139 75.01244:4242 75.01375:6474 75.01521:3561 75.01591:3156 75.01675:8044 75.01745:2249 75.01906:2322 75.0196:7544 75.02238:3199 75.02299:2427 75.02554:2258 75.02823:13324 75.02885:6489 75.04673:2343 75.04981:2143 75.09184:2961 76.01059:405306 76.9687:66175 76.98665:7194 77.0117:84744 78.95784:2783	
1	Unknown	13	0.00542468	0.1362696	0.3166246	135.0803	5459.63623046875	30034.375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.582897	134.86331:8047 134.86447:10289 134.93409:3384 135.94379:93623 136.86153:12103 137.02292:4390 137.02596:6136 137.9044:8295 137.93957:20725 138.01817:10459 139.90206:2747	
2	Unknown	13	0.05613058	0.1362696	0.2062733	269.3433	3476.61450195313	17432.802734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.098953	272.92044:7969	
3	Unknown	13	0.08619705	0.1362696	0.9969264	287.7966	639306.5625	17916856	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	146.2904	287.79663:156528 288.80033:3435 289.79505:19130 290.90078:2026 292.76614:160509	
4	Unknown	13	0.00542468	0.1362696	0.2563396	352.7964	1182.32934570313	3547.86401367188	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.64659		
5	Unknown	14	0.09624074	0.1462466	0.3771847	75.00729	80951352	1260851328	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.98737	74.84243:2212 74.92295:3329 74.93402:2671 74.97588:3214 74.97895:3146 74.98203:2340 74.98604:16859 74.98658:3579 74.98942:3827 74.99004:4637 74.99066:2535 74.99127:2928 74.99189:3137 74.9925:2941 74.9962:5795 74.99682:3457 74.99766:8194 74.99851:10249 74.99951:6111 75.00067:8182 75.00151:5122 75.00221:9719 75.00336:5129 75.00406:11109 75.00459:16970 75.00583:35646 75.0073:20449034 75.00845:140056 75.00937:27992 75.01029:12148 75.01091:12402 75.01153:3827 75.01214:4047 75.01284:8491 75.01338:6695 75.01538:7659 75.01653:6621 75.01807:5547 75.01969:10826 75.02239:2472 75.02301:2915 75.02424:3380 75.02485:2749 75.02832:19281 75.03009:2358 75.03533:2552 75.03842:2710 75.04643:2651 75.08036:2891 75.08777:2729 75.09486:2595 75.11308:2558 76.0106:440430 76.96871:50451 76.98666:4804 77.01172:51932	
6	Unknown	14	0.00542468	0.1462466	0.2763686	193.7079	1322.69494628906	3968.70092773438	null	[M-H]-	M + 0	similar chromatogram in higher mz_7; similar chromatogram in higher mz_8; similar chromatogram in higher mz_9; similar chromatogram in higher mz_12; similar chromatogram in higher mz_13; similar chromatogram in higher mz_14	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.4539	194.86775:1252410 194.87224:8954 194.9045:16408 195.87111:14106 196.86591:1164723 196.86948:8432 196.9373:9028 197.86891:11144	
7	Unknown	14	0.01590378	0.1462466	0.26635	248.7077	1239.36535644531	3718.67333984375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.78731	248.97346:6861 250.81652:2927	
8	Unknown	14	0.01590378	0.1462466	0.26635	256.4979	1201.74279785156	3605.7880859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.03485	256.23561:3455 256.86167:13788 256.92513:2254 258.85983:3630	
9	Unknown	14	0.01590378	0.1462466	0.26635	271.6335	1120.375	3361.64672851563	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.4075	272.8825:3740 272.92099:8006 274.79965:25103	
