PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
12401	2-Oxoglutarate/a-Ketoglutaric acid	658	5.91979	6.323772	6.813461	145.0137	113251344	1369080320	null	[M-H]-	M + 0		7.174	145.013	C5H6O5				530	TRUE	TRUE	FALSE	91.4	null	null	null	95.5	553.6046	144.81984:34341 144.83389:26175 144.86679:220405 144.95714:31010 144.97453:26204 145.00416:139262 145.00889:25087 145.01365:28455178 145.01676:205692 145.02007:40351 145.02256:26848 145.03167:30017 145.03415:33520 145.0354:81550 145.03747:39889 145.03933:53504 145.04078:36185 145.0433:83290 145.04513:62201 145.04762:30085 145.04927:53655 145.05342:188319 145.0559:234570 145.05756:896069 145.06067:229877920 145.06377:1612911 145.06709:172536 145.06957:80066 145.0731:73083 145.07724:62603 145.07871:70453 145.08143:93297 145.08553:55430 145.08677:69779 145.08884:24274 145.0963:27809 145.09817:34177 145.10804:72484 145.10977:32401 145.11558:34705 145.11806:127149 145.25413:100262 145.25579:124246 146.01629:1005569 146.01912:22713 146.04462:3008094 146.05775:976018 146.0639:13252777 146.0662:193016 146.07039:34742 147.01765:134779 147.02853:28330708 147.0317:190505 147.03529:25459 147.04734:94229 147.06087:60247 147.06455:867757 147.06701:109827 148.00582:109886 148.02046:27076 148.03193:1218951 148.03498:44172 148.05015:127602 148.06147:39852 148.06809:58832 149.03267:203657 149.0352:30145 149.04547:67271	NA
1687	3-Hydroxybutyric acid (BHB)	111	1.07832	1.144517	1.68	103.0387	15202189	206717400	null	[M-H]-	M + 0		1.213	103.0387	C4H8O3				520	TRUE	TRUE	FALSE	99.9	null	null	null	100	184.5227	103.02051:109474 103.03874:5622505 104.04195:170529 105.93472:144257 106.03977:318441 107.05936:85756	NA
17409	3-Phosphoglycerate?	968	9.161986	9.300472	9.569655	184.9846	786009.125	6240166.5	null	[M-H]-	M + 0	similar chromatogram in higher mz_17419; similar chromatogram in higher mz_17411; similar chromatogram in higher mz_17443; similar chromatogram in higher mz_17426; similar chromatogram in higher mz_17404; similar chromatogram in higher mz_17405	9.732	184.9848	C3H7O7P				520	TRUE	TRUE	FALSE	97.7	null	null	null	98.8	41.78411	184.96022:12436 184.96708:8378 184.9846:180654 185.00587:3448 185.04406:2721 185.0557:4900 185.08108:10144 185.1172:7636 185.15346:9841 186.07738:14034 186.11236:5558 187.02364:4915 187.06034:14925 187.09644:22417 188.05532:20402 188.09171:2485 188.93812:3871 188.98062:11517 189.00311:5725 189.03977:14225 189.07714:12244	NA
3258	Acetyl-L-Threonine	188	1.616741	1.872562	2.54782	160.0605	38566128	520137824	null	[M-H]-	M + 0		1.323	160.06059	C6H11NO4				530	TRUE	TRUE	FALSE	96.3	null	null	null	98.1	858.0378	160.00628:16034 160.05597:20249 160.06053:9929075 160.06389:56396 160.09679:89523 160.94801:21264 161.04424:39125 161.05556:15866 161.06373:445028 162.03959:23795 162.06479:26893 162.98184:29437 163.02379:26343 163.06155:96221 164.03416:18730 164.05708:13590 164.07078:7271125 164.07428:55497 165.01811:128066 165.03938:71839	NA
2744	Adenine	159	1.43634	1.597704	1.919804	134.046	51962972	535809408	null	[M-H]-	M + 0		1.775	134.0461	C5H5N5				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	357.6168	134.03497:8653 134.0381:6908 134.04031:9613 134.04197:27822 134.04602:12872142 134.04877:97384 134.05245:13274 134.05466:8511 134.05779:9623 134.06902:6303 134.097:9939 135.02998:22053 135.04319:77463 135.04933:613323 135.05193:8184 135.9439:198353 136.03911:6288 136.05058:22942 136.05247:9484 137.02324:51350 137.03446:71235 137.9393:83955 138.01833:15479 139.01378:11070	NA
2083	Adenine minor peak	125	1.125861	1.276435	1.43634	134.046	18007072	132722360	null	[M-H]-	M + 0		1.775	134.0461	C5H5N5				520	TRUE	TRUE	FALSE	96.9	null	null	null	98.5	138.7896	134.00702:120461 134.046:4998839 135.0428:20213 135.04391:51189 135.04902:161815 135.94376:114559 136.05057:29608 136.99016:36698 137.03428:37885 137.9394:63606 138.0662:18761	NA
2765	Adenosine	160	1.43634	1.607229	1.853667	266.0894	9409655	77393384	null	[M-H]-	M + 0		1.67	266.0889	C10H13N5O4				520	TRUE	TRUE	FALSE	100	null	null	null	99.9	1196.214	266.04933:9697 266.0627:7246 266.08945:2399561 266.09873:6661 267.0731:13812 267.08653:27744 267.09257:201729 269.07772:10059 269.24841:8606 271.07537:16291	NA
8073	Adenosine 5-monophosphate	484	4.628001	4.693503	5.088637	346.0554	9966115	108466976	null	[M-H]-	M + 0		5.628	346.05579	C10H14N5O7P				530	TRUE	TRUE	FALSE	89.7	null	null	null	94.8	3485.247	346.05541:2340457 347.05276:30103 347.05892:240371 348.06071:23886	NA
6050	Allantoin	350	3.243523	3.414666	3.892133	157.0356	18136324	237543184	null	[M-H]-	M + 0		3.555	157.0356	C4H6N4O3				520	TRUE	TRUE	FALSE	99.8	null	null	null	99.9	524.4622	157.03235:22391 157.03563:4674538 157.03911:33595 157.04938:58451 157.08603:30766 157.12217:251273 158.03244:31394 158.03896:104013 158.04467:247576 158.08097:15582 158.12552:12786 158.99004:19108 159.00383:17427 159.0288:15548 159.03997:16275 159.04758:12599 159.06495:69403 159.5415:20170 160.06029:26115 160.09655:18322 160.94802:10023 161.03811:24923 161.04429:133907 161.08222:11144	NA
16179	cis-Aconitate?	846	7.785235	8.10367	8.447823	173.0083	7153243	110212688	null	[M-H]-	M + 0		8.879	173.0081	C6H6O6				530	TRUE	TRUE	FALSE	92.8	null	null	null	96.4	30.10944	172.89969:13810 172.9567:73460 173.00833:1764596 173.01213:9423 173.04451:17111 173.08284:4683 173.11741:4638 173.95658:8192 174.01149:67123 174.03984:970055 174.07688:4681 174.89782:19507 174.94583:12458 174.95159:6558 174.9557:1413243 174.95982:9521 175.01224:6430 175.02376:14741 175.04278:34467 175.04629:17630 175.06029:18251 175.95903:8017 175.98366:4512 176.00083:24643 176.04402:4067 176.93488:13123 177.03926:21618 177.07698:10261 177.09082:3891	NA
