PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
8213	2-Oxoglutarate/a-Ketoglutaric acid	1873	5.526211	6.181214	6.667097	145.0132	128415480	2072606080	null	[M-H]-	M + 0	found in higher mz's MsMs_8175	7.174	145.013	C5H6O5				530	TRUE	TRUE	FALSE	88.4	null	null	null	94.2	596.9678	144.81951:19672 144.95667:22110 144.9745:17202 144.98775:8160 144.99168:11276 144.99665:9358 144.99996:11005 145.00244:14008 145.00431:18046 145.00679:23594 145.00928:77570 145.01322:32098144 145.01632:219501 145.02129:16175 145.02336:19376 145.02563:12129 145.03081:9160 145.04994:12014 145.05056:76336 145.0567:12573 145.06064:4730328 145.06374:26583 145.06623:7536 145.06913:7177 145.07058:18128 145.0855:12290 145.20824:15041 145.24891:6419 146.01658:1819879 146.01888:29449 146.02327:21436 146.03499:6359 146.04483:727683 146.05424:11204 146.05759:15718 146.06398:157977 146.07099:11486 147.01745:205322 147.01983:6806 147.02871:2862101 147.03188:19573 147.03949:6074 147.04784:23884 147.06474:20953 147.06656:22140 148.00655:7758 148.02043:11827 148.0321:89297 148.05033:87220 148.06208:6499 148.08686:6004 149.02309:6891 149.04574:31955 149.05394:10469	51.17263:44108 57.03308:155084 73.02815:135714 74.02323:59557 78.13079:39466 84.0442:184600 97.03898:43879 101.02306:1976468 101.07114:105133 102.05461:62934 102.1946:44880 109.03896:333303 125.03341:123857 127.04952:988336 128.03454:505014 145.01259:177240 145.06084:1100480 146.02328:88505
1594	3-Hydroxybutyric acid (BHB)	337	0.98	1.266224	1.603269	103.0387	7283513	124128300	null	[M-H]-	M + 0		1.213	103.0387	C4H8O3				330	TRUE	TRUE	TRUE	100	48.9	65	100	81.4	186.487	103.00239:22239 103.03872:1842490 103.07482:11955 103.99778:19498 104.02382:14911 104.0419:38921 104.99874:29746 105.04468:61101 106.03791:22623 106.03972:3190532 107.02388:50514 107.03508:323835 107.0433:67250 107.0487:31840 108.01889:56417	54.26326:3984 55.01759:4067 57.03308:8719 59.01232:19398 62.83686:3331 71.04896:10520 73.02813:313003 75.46168:3640 84.58837:3522 103.0287:4946 103.03858:80293
11372	3-Phosphoglycerate?	2784	9.173537	9.319443	9.690984	184.985	1174219.625	10436306	null	[M-H]-	M + 0	similar chromatogram in higher mz_11374	9.732	184.9848	C3H7O7P				330	TRUE	TRUE	TRUE	97.9	84	91.2	100	94	54.50308	184.96008:12744 184.96691:19015 184.98496:352845 185.04434:4078 185.04642:2439 185.08105:6715 185.11091:2867 185.11718:5577 185.15366:9428 185.98837:4585 185.99799:2339 186.004:2289 186.07757:17930 186.11263:5487 186.98844:3024 187.02392:4752 187.06187:9625 187.09642:18707 187.13283:1904 188.05531:17793 188.09199:2968 188.93871:11335 188.9804:9125 189.00308:5600 189.03944:10688 189.07745:15868	56.99429:4229 60.99146:9849 61.98709:4118 64.014:4003 66.25848:3584 74.81484:3610 78.95744:316222 78.9641:5949 87.00709:8804 96.96827:600797 97.06437:6858 114.95658:5172 122.96683:31560 123.08061:5056 123.89151:4252 140.97618:18989 141.09047:14277 144.05499:3908 166.95664:6810 166.97506:14016 168.91145:3537 184.98371:131538 185.0816:15914 185.10983:27880 185.1532:47598
2389	Acetyl-L-Threonine	518	1.676027	1.88488	2.320719	160.0605	5206760	66886200	null	[M-H]-	M + 0		1.323	160.06059	C6H11NO4				530	TRUE	TRUE	FALSE	96.1	null	null	null	98.1	185.2099	160.0238:4874 160.06055:1360132 160.06389:6735 160.09671:39206 160.94822:19725 161.04441:27253 161.05576:26605 161.0638:49845 161.08271:4708 162.04098:16791 162.06454:4912 162.0663:16278 162.98135:17357 163.02334:16334 163.06156:44198 164.03442:18953 164.04513:4607 164.05659:5282 164.06705:7707 164.0708:1556224 164.07428:10868 164.08126:3911 165.01816:127050 165.03938:35214	60.99151:88589 65.01271:5034 72.0072:11866 72.9684:4478 73.02815:9264 74.02328:33612 82.02829:23022 84.04419:7829 86.11259:4214 87.00709:4960 91.02811:9284 106.04025:7777 116.03384:3830 118.04183:6919 118.04896:41606 125.48953:3455 128.0344:1457613 128.05366:9571 129.03797:27110 133.03981:16704 133.04999:46247 134.03513:6324 143.0338:5189 160.03793:6535 160.04945:18758 160.08595:5547 161.0451:4626 163.24437:3740 174.00469:3626
2074	Adenine	436	1.430296	1.603269	2.068212	134.0462	27770874	295719040	null	[M-H]-	M + 0	similar chromatogram in higher mz_2103; similar chromatogram in higher mz_2081; similar chromatogram in higher mz_2107; found in higher mz's MsMs_2077	1.775	134.0461	C5H5N5				330	TRUE	TRUE	TRUE	99.6	88	88	100	94.9	255.8321	133.99522:3017 134.03532:84200 134.03974:4103 134.04121:7515 134.04342:45967 134.04618:7514068 134.04876:33750 134.05023:12872 134.05188:7758 134.05354:7166 134.05556:2686 134.05852:10243 134.07102:30945 134.09661:5999 134.21877:3962 134.97174:3270 135.02865:9268 135.02996:23205 135.04372:59126 135.04948:337850 135.05508:14551 135.06624:11256 135.94394:251324 135.96988:3398 136.01388:6028 136.05058:192984 136.06186:3132 137.02306:16320 137.03444:82561 137.0455:14089 137.05368:8597 137.93929:66920 137.98544:5737 138.0187:14244 138.02985:18885 138.05485:4168 138.06618:56634 138.9862:10031 139.01359:10788 139.03884:6428	65.01271:22622 75.00733:20290 92.02398:201820 107.02376:28785 107.0353:919890 117.94942:9607 134.04545:7900336 134.06751:61791 135.05001:108803
1634	Adenine minor peak	339	1.097877	1.276863	1.430296	134.046	11695666	96027736	null	[M-H]-	M + 0	found in higher mz's MsMs_1646	1.775	134.0461	C5H5N5				330	TRUE	TRUE	TRUE	97	80.8	88	100	92.4	163.9895	134.00699:45661 134.03514:69389 134.04342:25610 134.04599:3306759 134.07084:23405 135.02841:32963 135.02996:30231 135.04949:78785 135.06624:26102 135.94376:117711 136.05037:126227 136.98997:11633 137.03447:30231 137.93928:40348 138.01812:12088 138.02985:23595 138.06582:68396	65.01271:18617 65.99681:5584 69.30266:5162 71.45972:5011 75.00733:6793 80.96341:6525 91.02893:8897 92.02391:127680 107.02487:32151 107.03548:525704 108.03807:6355 116.85623:4821 134.04545:4604048 134.06751:33098 135.02975:15503 135.05059:55769 135.28014:5348
2077	Adenosine	436	1.30794	1.603269	1.913292	266.0894	4525438.5	41427952	null	[M-H]-	M + 0		1.67	266.0889	C10H13N5O4				330	TRUE	TRUE	TRUE	99.9	74.4	74.8	100	89.3	670.9261	266.08943:1262651 266.15069:4162 267.07354:20495 267.08652:14638 267.09241:84706 268.06841:4891 268.09391:6121 268.11942:2596 269.24891:6468 270.02534:6978 270.08406:10787 270.21537:3187 271.08064:2996	54.07154:3691 54.64326:3947 54.74916:3496 61.98673:34603 94.53777:3680 96.237:4091 97.97969:3602 107.03532:4274 115.62824:3957 134.02482:19641 134.04546:2624789 134.06752:16910 135.02976:9686 135.04911:14750 154.85913:3520 233.61038:4228 247.5155:3585 264.51071:4937 266.08845:59047 266.15087:67299 267.07548:13447
5844	Adenosine 5-monophosphate	1341	4.111227	4.587061	5.559652	346.056	1609760.375	34674196	null	[M-H]-	M + 0		5.628	346.05579	C10H14N5O7P				430	TRUE	TRUE	TRUE	87.3	93.7	93.9	100	94.2	639.54	346.02472:16440 346.05596:373658 347.05882:36313	54.65169:4161 61.98667:36133 78.95743:1163334 86.51343:4331 96.96827:421407 124.00669:12841 134.04533:93231 138.97955:13158 150.97959:55453 183.10096:4265 191.99507:4428 192.99125:30507 199.25791:4123 204.73072:4280 211.00073:124900 236.69897:4103 318.27348:4113 345.96718:14054 346.05271:1844902 346.14426:14603 347.05624:15709
4393	Allantoin	956	2.986472	3.355366	3.962382	157.0358	12368474	154221232	null	[M-H]-	M + 0	similar chromatogram in higher mz_4395; similar chromatogram in higher mz_4397; similar chromatogram in higher mz_4405; similar chromatogram in higher mz_4409; similar chromatogram in higher mz_4410; similar chromatogram in higher mz_4414; similar chromatogram in higher mz_4417; similar chromatogram in higher mz_4418	3.555	157.0356	C4H6N4O3				330	TRUE	TRUE	TRUE	99.5	72.8	82	88.9	89.1	361.1624	157.03233:25237 157.03583:3265154 157.0391:16147 157.0419:4522 157.05076:48500 157.06057:6725 157.08601:22665 157.12239:199071 158.03258:26048 158.03886:91184 158.0449:27827 158.05409:6870 158.07129:11508 158.08119:8644 158.12574:19459 158.99003:9188 159.00381:8977 159.02878:9255 159.0302:9753 159.06516:55937 159.06674:38295 159.10178:14368 160.05067:26588 160.06206:32518 160.06868:5855 160.09654:8406 160.91048:4864 160.94832:14073 161.0444:96659 161.05578:27704 161.08215:30332 162.03004:8397	59.02351:11529 65.01321:13044 66.39939:7491 71.02337:70218 72.0072:12638 78.95747:50904 85.06412:6467 89.0134:7466 95.04903:7499 97.0027:933069 97.97785:8021 98.00637:7519 111.08014:8272 113.05937:48122 113.09604:17468 114.02925:801051 114.05469:15155 130.03903:56639 140.00953:62235 148.03901:7441 156.94566:89238 157.01272:9671 157.03511:130866 157.05005:69497 157.08557:64627 157.1228:532968 158.04418:17925 158.12714:7586
10463	cis-Aconitate?	2451	7.566682	8.067128	8.432323	173.0083	9547316	132215552	null	[M-H]-	M + 0		8.879	173.0081	C6H6O6				430	TRUE	TRUE	TRUE	92.1	62.9	93.9	100	87.7	37.42393	172.89974:13397 172.95707:261890 172.96922:3590 173.00429:11545 173.00834:2529406 173.01238:11855 173.04423:13612 173.08094:6449 173.11712:3098 173.95657:17453 174.01142:94702 174.01453:3175 174.03982:177187 174.06625:5885 174.07769:5545 174.89836:10411 174.95185:7544 174.95597:1131108 174.95981:7085 175.0125:17767 175.01497:3539 175.02376:15594 175.04314:8432 175.04627:19337 175.06152:24669 175.09763:2425 175.95902:5794 176.04539:5390 176.08196:5857 176.93472:3858 176.96011:3728 177.03922:23224 177.0489:2211 177.07687:20915	59.01232:8767 76.96871:9642 78.91749:38759 85.01725:23020 85.02764:2661382 85.03882:17091 86.0315:32966 88.03941:25597 92.97323:16381 111.00682:307579 111.04349:14765 111.08013:13595 112.03908:8913 119.02352:10414 128.03409:23346 129.01839:865300 129.05497:34583 130.02235:16731 130.04905:24883 131.08069:11926 132.05535:24945 146.03497:6831 154.94678:900648 155.03292:8789 155.94492:32981 156.02827:7896 172.89946:25132 172.95772:194205 173.00747:88669 173.03122:7286 173.04377:36899 173.08048:25543 174.03989:27403
