PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	17	0.06862956	0.1838287	0.4743287	301.931	2310.79467773438	27782.921875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.88828	301.93097:2071 302.1239:2693 302.22021:5386 303.23277:3217 304.07786:2745 305.24873:2749 306.05722:6394	
1	Unknown	18	0.005207131	0.1942746	0.3813065	328.1557	2636.33349609375	25631.21875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.809429	328.15567:1744 329.23289:13723 330.23632:2559 331.38919:1199	
2	Unknown	22	0.1105314	0.2360221	0.4123105	289.8906	4167.15283203125	46947.46484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.79565	289.89057:1849 293.17515:21805 293.21152:9002 293.99805:2272 294.17836:5644 294.21633:1361	
3	Unknown	25	0.2255701	0.2672865	0.3606421	260.1289	2142.853515625	13053.4609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.755416	259.92013:2934 260.12893:1700 260.91718:2816 260.92868:2358 261.01666:2491 261.14921:2130 262.95286:2361 262.99573:60301 263.99896:3105 265.00068:1396	
4	Unknown	25	0.005207131	0.2672865	0.5670928	280.6778	1049.58862304688	8557.626953125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.99177	280.23596:20334 280.90258:3699 280.98192:7612 281.15004:2130 281.23949:2122 281.2481:27585 282.08413:2879 282.2516:3652 283.26398:92982 283.99016:1956 284.15025:1493 284.26714:15588	
5	Unknown	26	0.1524561	0.2777073	0.4123105	125.096	2775.74340820313	19763.93359375	null	[M-H]-	M + 0	similar chromatogram in higher mz_4	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.634255	124.9826:10083 125.02304:3271 125.03464:3333 125.05967:4166 125.89773:5952 125.89912:4803 126.01826:5680 126.05437:5117 126.90388:30680 126.99986:3393 127.03873:14411 127.04994:3159 127.07541:5505 127.89599:2164 128.03417:107437 128.07058:4460 129.01821:29476 129.03749:6448 129.05455:72595 129.09091:80613 130.04987:3354 130.08615:51114 130.09402:3163	
6	Unknown	26	0.05814422	0.2777073	0.3709816	209.0448	297579.71875	4768794	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.66582	208.93383:12362 208.98325:3788 208.98684:2116 209.00332:1819 209.04483:79601 209.0818:1804 209.15351:1595 210.04796:4146 210.93085:4602 210.98267:1613 211.01871:4777 211.13302:19940 212.01658:1755 212.07406:16049 212.13742:1726 212.97811:2261 212.9947:7183 213.07581:3994 213.11232:3654 213.14847:2832 213.18527:8665 214.0208:11262	
7	Unknown	28	0.07913364	0.2985051	0.5156555	195.5883	1050.7060546875	5891.07080078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.01412	195.10171:2914 195.90486:14441 196.93758:8568 196.98346:3654 197.01363:3545 197.08074:8056 197.11728:3492 197.95702:3997 198.07629:2998 198.90422:3158 198.95342:18945 198.99858:5863 199.06019:10256 199.09646:5724 199.13325:9647 199.16946:47696 199.95274:1631 200.1725:6033	
8	Unknown	29	0.04765056	0.3088424	0.3399214	205.1589	381250.5	5733915.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.63181	204.91286:11097 205.0343:3280 205.15887:95571 206.04578:4520 206.16225:8181 206.94894:2082 207.02909:4322 207.53047:1542 207.94406:3047 208.09667:1882 208.51659:4079 208.93334:11911 208.98362:6021 209.00368:2617 209.04473:67793 210.04771:5376	
9	Unknown	30	0.1838287	0.3191841	0.453656	319.2272	2852.40380859375	26052.83203125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.849429	318.90486:1958 319.89843:2378 320.89522:9721 320.99482:3992 321.24317:1388 322.89133:1519	
10	Unknown	31	0.0895961	0.3295381	0.3916689	85.02815	519759.25	7489015.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.73699	84.98891:3241 84.98957:6117 85.00322:11239 85.01112:2145 85.02815:121176 85.99786:8065 86.0234:22041 86.03173:2301 86.97336:69215 87.00747:51172 87.04375:380476 88.00286:11703 88.03927:10215 88.04726:5794 88.98675:45932 89.0231:106093 89.04139:203702 90.00856:23897	
11	Unknown	33	0.0895961	0.3502651	0.4226499	87.04375	1407893.25	24694370	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.36378	86.97336:64721 86.99544:1418 87.00747:58821 87.04375:363375 88.00274:17047 88.03927:16952 88.04681:2648 88.98672:43803 89.02309:116974 89.04139:189170 90.00856:16561 90.02638:1961 90.04097:3929 90.04451:3341 91.02069:298128 91.02852:12456 91.03882:16691 92.01996:3029 92.02374:10276	
12	Unknown	33	0.005207131	0.3502651	0.453656	342.9026	2268.65966796875	25713.421875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.242272	342.90256:1799 344.97859:4512 346.98001:3866 346.99687:1695	
