PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	20	0.005196581	0.2148139	0.3188402	357.9379	3413.19482421875	24196.46484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.226346	357.93791:1973 358.06481:2287 358.88:3266	
1	Unknown	27	0.1835286	0.2876925	0.4535663	322.892	3885.19482421875	43683.9453125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.176228	322.892:1752 325.05608:1741 325.18451:6723 327.21672:2791	
2	Unknown	31	0.2252513	0.3292005	0.5155013	337.8981	4833.7880859375	53825.4375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.008909	337.51036:1302 338.89655:1522 339.1993:3273 341.10948:2236	
3	Unknown	34	0.2460803	0.3603545	0.5773301	357.8833	1606.16479492188	12160.5673828125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.933485	357.88332:1729 358.06493:5953 358.8808:2226	
4	Unknown	36	0.05802329	0.3811064	0.4742307	178.0261	195817.5625	3996870.25	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.99616	178.02619:49340 178.04993:2204 178.07106:18352 178.52752:5712 178.97608:3504 178.99283:2454 179.03401:3733 179.05489:30701 179.07009:1987 180.02884:2113 180.06551:3527 180.98811:14986 181.0242:3458 181.05915:1698 181.0706:23947 181.08601:2185 181.9862:4782 182.00861:2534 182.04501:1562 182.04792:2160 182.93036:16207 182.95765:2749 182.95911:6914 182.96325:1524040 182.96762:11131 182.97114:1822 182.98755:128184	
5	Unknown	38	0.04755043	0.4018542	0.4535663	283.2639	371279.96875	7838450.5	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.88564	283.07819:3328 283.26394:91539 283.98957:1917 284.26707:15092 285.99124:2365 286.12892:1567	
6	Unknown	39	0.3188402	0.4122187	0.6082528	221.935	2914.47998046875	27166.080078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.425834	222.07702:1436 223.02374:2160 223.13317:4063 223.91931:1359 224.98206:5697 225.14959:1611 225.99838:2054 226.18034:9857	
7	Unknown	39	0.3188402	0.4122187	0.5155013	262.1453	3217.61547851563	24643.330078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.700654	262.95285:3035 262.97611:1814 262.99572:87938 263.99866:5633 265.14742:33121 266.15065:3540 267.05078:3905 267.07283:7310 267.14394:1474	
8	Unknown	40	0.3188402	0.4225645	0.4948514	121.9903	75267.390625	755942.4375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.889396	121.99028:19960 122.02096:3667 122.02347:13857 122.03167:9178 122.03472:166492 122.96613:17930 122.9747:3882 123.01885:18629 123.02031:2154 123.0381:3508 123.04361:2024 123.05542:2626 123.90073:14093 123.97926:5822 123.98746:158434 124.00021:32457 124.00627:21415 124.05049:2245 124.98282:22611 124.98989:1899 125.02353:3463 125.03414:3261 125.05962:5238 125.89778:1817 125.89929:3536 126.01813:4403 126.90369:27619	
9	Unknown	40	0.02657353	0.4225645	0.5258241	182.9875	483653.40625	12247330	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.85078	182.93037:19873 182.96324:1498538 182.96734:9967 182.97086:1829 182.98755:117571 183.00344:1941 183.10151:10057 183.96628:24116 183.99104:2544 184.0606:3069 184.93655:1967 184.96042:444337 184.96697:22056 184.98338:1492 185.04455:8058 185.08067:9783 185.11082:1812 185.11727:7056 185.15381:15446 185.96333:6064 185.97054:1809 185.99718:40502 186.07613:1405 186.11199:5588 186.15681:1719 186.98095:4843 187.06023:12920 187.09633:12957 187.13305:2997	
