PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
455	L-Dihydroorotic acid	148	1.351014	1.52444	1.891154	157.0245	3235826.75	25857256	null	[M-H]-	M + 0	similar chromatogram in higher mz_464; similar chromatogram in higher mz_460; similar chromatogram in higher mz_466; similar chromatogram in higher mz_467; similar chromatogram in higher mz_454	1.824	157.0244	C5H6N2O4				520	TRUE	TRUE	FALSE	98.9	null	null	null	99.4	378.3338	156.94315:1796 156.94501:8316 156.99071:4753 157.02104:8908 157.02454:1201210 157.0278:6295 157.0495:15712 157.08579:21387 157.12233:180641 157.97487:8771 158.0081:6062 158.02126:5060 158.02747:33761 158.04468:6483 158.0811:3682 158.12554:11585 158.91152:1875 158.9866:5893 158.98991:56831 159.00562:3851 159.02846:9114 159.06507:11912 159.08356:7127 159.10123:3975 160.02393:1763 160.05058:4168 160.06162:2612 160.94828:51628 160.99537:1803 161.00796:2778 161.04444:28931 161.08187:1885	NA
394	Acetyl-L-Threonine	116	1.086593	1.198107	1.483651	160.0604	2761989.25	18875032	null	[M-H]-	M + 0	similar chromatogram in higher mz_399	1.323	160.06059	C6H11NO4				520	TRUE	TRUE	FALSE	99.8	null	null	null	99.9	487.4722	160.02418:5411 160.03906:1797 160.05586:4034 160.06043:1583675 160.06403:10043 160.06595:2491 160.89151:3223 160.91015:4271 160.94799:46532 161.01569:6428 161.04449:31993 161.06368:49006 161.08081:19477 161.91263:2729 162.02751:4721 162.06444:4460 162.89198:4833 162.94602:6054 162.95485:5224 162.95707:4909 162.98124:45196 163.03924:13599 163.06121:5704 163.09627:2287 164.03417:63289 164.07069:17700 164.9968:1767 165.01838:175658 165.02948:4195 165.03727:3133 165.03928:16775 165.05436:2412	NA
633	N-Acetyl-L-Glutamate	326	2.902134	3.324565	4.023143	188.0555	1913321.25	34824404	null	[M-H]-	M + 0		5.995	188.0555	C7H11NO5				530	FALSE	TRUE	FALSE	41	null	null	null	70.5	279.6778	187.99315:5083 188.03441:4471 188.05553:473956 188.0601:4051 188.06377:2947 188.93831:12603 188.9805:3715 188.99714:2659 189.03966:5894 189.05855:23687 189.0751:2173 189.07739:7265 189.08836:2529 189.1121:6360 190.07249:8456 191.01869:10855 191.05514:7678 191.09327:3032 192.91021:5158 192.98838:3029 193.00905:4557 193.04911:2014	NA
434	Fumarate?	131	1.198107	1.351014	1.51424	115.0024	1903957.75	24619624	null	[M-H]-	M + 0		1.535	115.0023	C4H4O4				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	19.44341	114.93518:36939 115.00048:9807 115.00238:638124 115.03885:69682 115.07523:307892 116.00567:13447 116.0241:4582 116.03421:42649 116.07064:23294 116.07865:7279 116.92734:119644 116.93301:11725 116.9387:4936 116.95838:56435 117.01806:53818 117.02602:2574 117.02962:3696 117.05454:10576 117.92761:5674 118.00357:14062 118.01329:3589 118.04963:12918 118.91681:4513 118.95664:2798 118.99126:8633 118.99711:4610 119.00034:2426 119.02359:2341 119.03373:45515 119.07041:2314 119.94607:2246	NA
437	Orotate	134	1.12713	1.381606	1.616102	155.0088	1735194	13797955	null	[M-H]-	M + 0	similar chromatogram in higher mz_438	1.619	155.0087	C5H4N2O4				520	TRUE	TRUE	FALSE	99.3	null	null	null	99.6	215.4717	154.94364:2017 154.94631:7559 155.00883:730835 155.01204:3624 155.03378:4441 155.06996:8959 155.0814:1874 155.10637:6746 156.00903:2224 156.01204:19470 156.02914:3433 156.06565:2575 156.94502:5187 156.99119:4424 157.01288:3932 157.04923:14944 157.0862:20024 157.12233:203707 157.97506:11981 158.00831:2330 158.04458:3006 158.08124:5713 158.08911:3279 158.12565:6881 158.91058:2830 158.92412:1666 158.98628:10044 158.98986:52723 159.00515:2568 159.02863:6183 159.04034:2146 159.06508:13453 159.08411:4383 159.10148:3446 159.89273:2607	NA
265	N-Acetyl-L-Phenylalanine	95	0.742031	0.9851584	1.504024	206.0816	1503115.25	10282178	null	[M-H]-	M + 0		1.035	206.0815	C11H13NO3				520	TRUE	TRUE	FALSE	100	null	null	null	100	556.4141	206.04578:5159 206.07489:2205 206.08155:791980 206.16225:24048 206.98812:3136 207.01178:2809 207.02895:6737 207.08477:65366 208.08848:2170 208.93379:13637 208.98326:5331 209.04094:2091 209.04474:55315 210.04832:4161 210.07648:3875 210.98267:3829 211.01247:2922	NA
778	Succinate	434	4.122774	4.401264	4.739565	117.0181	1331178	30097096	null	[M-H]-	M + 0		6.63	117.018	C4H6O4				530	FALSE	TRUE	FALSE	53.7	null	null	null	76.9	21.56693	116.92732:302954 116.9333:18011 116.95835:36247 116.9816:3226 117.01807:358071 117.02962:3672 117.05439:35191 117.92745:19600 118.00356:13338 118.01329:7204 118.0212:7276 118.04005:5136 118.04978:23475 118.91719:8143 118.92557:4006 118.95633:3948 118.99126:15129 119.03375:20267 119.94591:2488 120.01136:2678 120.04441:3524 120.05533:18177 120.99522:3853 121.00311:3738 121.02821:524256 121.03911:3677 121.05079:14640 121.07511:5024 121.9903:44720	NA
430	N-Acetyl-L-Glutamine	130	1.167732	1.340829	1.677304	187.0715	1144781.875	8775638	null	[M-H]-	M + 0		1.568	187.0714	C7H12N2O4				520	TRUE	TRUE	FALSE	99.4	null	null	null	99.7	153.8189	186.98139:2853 187.06045:13657 187.07148:465152 187.09649:24918 187.13275:2445 188.03381:2677 188.05522:6416 188.07479:18110 188.09191:4765 188.09956:3192 188.93809:18307 188.98051:3814 189.03905:3885 189.07573:15241 189.11211:4423 190.07909:2429 190.99247:2403 191.01867:30697 191.05492:27636 191.10706:4152 192.01777:2775	NA
385	Pantothenate	115	1.066279	1.187951	1.412193	218.1029	994968.75	6020675.5	null	[M-H]-	M + 0		1.222	218.10291	C9H17NO5				520	TRUE	TRUE	FALSE	100	null	null	null	100	402.1635	218.10287:961103 218.10705:4885 218.98525:16974 219.08618:12076 219.09767:4392 219.10597:56493 219.17483:48625 220.17772:9203 220.93525:4104 221.00071:13460 221.08134:5404 222.07662:2439 222.98306:2475 223.02413:5178 223.05651:20681	NA
489	L-Leucine or L-Isoleucine???	186	1.687495	1.911525	1.992722	130.0861	722145.125	11408703	null	[M-H]-	M + 0		2.1	130.08611	C6H13NO2				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	11.18534	130.01312:6376 130.04002:11007 130.04943:6156 130.08611:187760 130.09419:4704 130.93002:8719 130.95596:4215 130.99132:8119 131.00857:4219 131.01159:2930 131.03382:22515 131.04484:7296 131.07011:10170 131.08932:5915 132.02898:38918 132.04013:8546 132.05536:33259 133.01323:31804 133.03916:2098 133.04935:1823 133.05062:9619 133.08593:5831 134.03503:16768 134.0711:8150 134.97208:7332 135.02874:32411 135.03841:1839 135.04393:50029 135.05497:2594 135.06614:2141	NA
735	N-Acetyl-L-Aspartate	412	3.724247	4.182584	4.889421	174.0397	497863.0938	12411980	null	[M-H]-	M + 0		6.584	174.0397	C6H9NO5				530	FALSE	TRUE	FALSE	48.6	null	null	null	74.3	58.24837	173.95647:17063 174.03967:124248 174.06615:5833 174.89771:2927 174.95558:328934 174.98166:3268 174.98496:4682 175.02366:5470 175.04261:4696 175.04618:15630 175.06088:8760 175.06171:19038 175.09644:3425 176.99686:4991 177.039:8179 177.07702:13315 178.02624:110538 178.07078:24187 178.52764:18130 178.96246:3836 178.97608:6794 178.99255:3470 179.0343:3338	NA
642	Itaconate	330	3.022965	3.364492	3.614413	129.018	340045.0313	9059063	null	[M-H]-	M + 0		5.122	129.0181	C5H6O4				530	TRUE	TRUE	FALSE	68	null	null	null	84	15.07644	128.93121:2304 129.01799:75317 129.03733:6240 129.05456:126896 129.0909:128656 130.01349:5014 130.0214:2504 130.03968:8231 130.04953:5341 130.05782:9023 130.08606:74199 130.09385:7334 130.93021:11054 130.99158:8290 131.03365:26320 131.04473:7874 131.0703:14382 131.08969:7216 132.029:37740 132.04033:9941 132.05526:18677 132.928:7937 133.01298:15309 133.051:6792	NA
893	sn-Glycerol 3-phosphate	507	4.78948	5.129544	5.679127	171.0052	279040.0625	6971505	null	[M-H]-	M + 0		7.056	171.00529	C3H9O6P				530	TRUE	TRUE	FALSE	62.9	null	null	null	81.4	25.19162	170.99004:5146 170.99613:8637 171.0053:51631 171.02849:3196 171.06509:20704 171.10165:139155 171.13801:85361 172.06175:9015 172.06827:2202 172.09664:9011 172.10494:8944 172.14134:8218 172.89982:6006 172.95696:267190 173.00824:4585 173.08138:10552 173.95647:15312 174.03949:12170 174.89771:3180 174.94654:2659 174.95585:423052 174.96053:2085 175.00115:3421 175.02366:4829 175.04598:20749 175.06179:12342 175.09616:2484 175.9592:3752	NA
992	L-Asparagine	592	5.659102	5.979213	6.399499	131.045	272480.2188	6121920.5	null	[M-H]-	M + 0		6.568	131.045	C4H8N2O3				530	TRUE	TRUE	FALSE	95.8	null	null	null	97.9	23.49896	130.92984:9266 130.95596:2820 130.99115:6501 130.99719:5841 131.00857:2224 131.01141:5635 131.03364:19243 131.04501:54266 131.06993:15842 131.0895:3289 132.02897:47748 132.05543:23007 133.01285:34816 133.03934:2306 133.04899:2705 133.05099:7009 133.08575:5477 134.01719:2196 134.03467:16731 134.0584:4216 134.07096:7597 135.01646:6502 135.01888:2830 135.02874:15369 135.03022:12674 135.04394:106545 135.05516:6297 135.94402:301767 136.00024:12658 136.03334:2680 136.03955:3965	NA
919	L-Histidine	522	4.899439	5.279353	5.989213	154.0609	238981.6563	9000554	null	[M-H]-	M + 0		6.2	154.0612	C6H9N3O2				530	TRUE	TRUE	FALSE	89.9	null	null	null	94.9	21.85011	153.99088:9669 154.01346:3826 154.02479:3716 154.04973:5141 154.06092:57948 154.08613:16961 154.94598:9525 155.00059:28445 155.03365:9581 155.07009:16262 155.10642:13081 156.0118:3585 156.0289:4003 156.06542:6001 156.94501:3815 156.99048:2605 157.04951:20919 157.06047:3204 157.08581:28349 157.12233:264276 157.97488:10538 158.0083:3540 158.04458:8782 158.07097:2122 158.08133:10400 158.12541:12832 158.91081:3739 158.9862:12563 158.98976:75481 159.00657:2307 159.02869:8085	NA
478	L-Phenylalanine	164	1.52444	1.687495	1.870788	164.0708	234394.9844	2897783	null	[M-H]-	M + 0		1.808	164.0705	C9H11NO2				520	TRUE	TRUE	FALSE	99.8	null	null	null	99.9	45.93916	164.03431:14542 164.04527:2928 164.07062:64315 165.01834:107731 165.0394:18839 165.05461:3743 165.07385:6950 166.0218:7651 166.0497:4187 166.05325:318273 166.95632:41985 166.99251:58000 167.0224:9342 167.04512:2128 167.05664:10743 167.07021:4060 168.00638:4188 168.02678:3584 168.0291:2524 168.9882:6156 168.99081:1855 169.06064:2200	NA
290	N-Acetyl-L-Methionine	101	0.8644301	1.046081	1.198107	190.0536	233152.7813	1547935.125	null	[M-H]-	M + 0		1.103	190.0536	C7H13NO3S				520	TRUE	TRUE	FALSE	100	null	null	null	100	59.72374	190.0536:125283 190.97588:2976 190.99278:2152 191.01844:8187 192.04932:3940 192.06573:9959 193.00206:5229 193.0081:3922 193.03418:2301 193.04944:5136 193.0857:3490 193.98658:2186 194.00371:13530 194.08112:2784 194.90495:109973 194.93927:4016 194.98755:84536 194.99801:2657 195.05001:15239	NA
617	L-Tyrosine	300	2.801437	3.063208	3.414462	180.0654	220319.1094	4116793.25	null	[M-H]-	M + 0		3.555	180.0657	C9H11NO3				520	TRUE	TRUE	FALSE	97	null	null	null	98.5	30.59748	180.05863:3192 180.06535:43886 180.98839:14038 181.00225:3085 181.0164:2166 181.07046:49599 181.98619:4712 182.0089:4803 182.93056:13977 182.95793:3660 182.96322:1325141 182.96762:11441 182.98745:99539 183.00342:2950 183.1015:7996 183.13764:2668 183.96618:18131 183.99073:2052 184.06:2742 184.93684:2508 184.96039:393137 184.96458:2037 184.96675:12714 185.0132:2718 185.04424:4462	NA
542	L-Tryptophan	219	1.96231	2.246418	2.670519	203.0818	202220.1094	2344887.75	null	[M-H]-	M + 0		2.434	203.08189	C11H12N2O2				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	34.33454	203.05503:8133 203.08181:51341 203.09152:5115 204.08454:6404 204.91251:5730 204.99183:3607 205.03464:3179 205.1589:96495 206.04647:3821 206.16229:12296 206.98776:4374 207.02891:8362 207.94405:2044	NA
373	(RS)-Mevalonate	114	0.9750335	1.177845	1.30004	147.0651	189362.7969	2031360.125	null	[M-H]-	M + 0		1.273	147.065	C6H12O4				520	TRUE	TRUE	FALSE	99.9	null	null	null	99.9	30.10192	146.9648:161285 146.98592:3138 147.01635:32778 147.02878:38599 147.04806:5243 147.06513:87151 148.03208:2535 148.05041:6712 148.06839:4096 149.00185:2315 149.02321:6849 149.04413:4148 149.05967:4333 149.09571:3220 150.00057:2676 150.0411:34410 150.06594:6250 151.00562:3280 151.02481:29460 151.03907:15701 151.04998:7505 151.07517:2134 152.03393:6305	NA
