PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
13503	Glycine	725	6.528581	6.849339	7.847318	74.02304	180718992	4007606016	null	[M-H]-	M + 0		7.024	74.02319	C2H5NO2				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	3019.746	74.0025:42677 74.02198:332457 74.02304:43988816 74.02395:321493 74.02598:40769 75.00676:139365 75.01978:35668 75.0261:178659 75.02687:164755 76.02743:40369 78.93476:83520 78.94881:62326 78.95106:49048 78.95314:38091 78.95447:150685 78.95513:54945 78.95613:667872 78.95738:118896736 78.95854:528744 78.96062:85148 78.96395:53947 78.9657:57827 78.9677:46465 78.98034:85072	NA
2043	Pyruvic acid???	146	1.289745	1.412211	1.562079	87.00709	73765632	680250048	null	[M-H]-	M + 0		1.239	87.00691	C3H4O3		LCTONWCANYUPML-UHFFFAOYSA-N	null	520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	204.7803	86.98082:17543 87.0041:16549 87.00526:52093 87.00709:18810178 87.00853:125538 87.00969:30426 87.03365:13803 87.04338:39449 88.00235:59255 88.01077:89762 88.03887:80634 88.98661:46018 89.011:28710 89.02277:2003276 90.02656:19439 91.01985:21963 91.02079:50367 91.03859:21335	NA
11486	L-Alanine	592	4.997054	5.595487	6.453342	88.03876	1063985600	23924209664	null	[M-H]-	M + 0	similar chromatogram in higher mz_11487	5.767	88.03899	C3H7NO2				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	3240.35	87.98511:29471 87.98863:44536 87.99059:29711 88.00278:94209 88.01222:84580 88.01526:58398 88.01721:42980 88.01966:37955 88.02152:26483 88.02397:35479 88.02544:45535 88.02622:55162 88.0271:96574 88.02778:95691 88.02916:41369 88.03053:41458 88.03131:53422 88.03259:68510 88.03347:86459 88.03572:207582 88.0366:300818 88.03876:243661088 88.04023:1968530 88.04228:217615 88.04336:158222 88.04463:94963 88.04591:71948 88.04669:45197 88.04899:71727 88.05022:65782 88.05085:171020 88.05247:29687 88.05326:38772 88.05404:34220 88.05757:47735 88.06188:43375 88.06276:38273 88.06584:180764 88.08863:39050 88.9867:40225 89.02274:13605016 89.02732:25016 89.03558:179312 89.04206:8735726 89.04474:236634 90.02615:155257 90.04306:392930 91.00223:30676 91.02035:53805 91.02725:47396 91.03796:25173 93.00806:81744	NA
2515	Lactic acid?	168	1.299247	1.617951	2.207464	89.02273	6918638592	75221229568	null	[M-H]-	M + 0		1.391	89.02298	C3H6O3				520	TRUE	TRUE	FALSE	99.4	null	null	null	99.7	4491.017	88.58299:114929 88.59011:111940 88.59644:111122 88.62769:105839 88.74732:109135 88.76318:113916 88.81993:117690 88.84296:115401 88.85884:108155 88.88626:131321 88.88706:105977 88.88904:105537 88.89421:111625 88.8958:99252 88.90415:106804 88.90971:153196 88.91131:111617 88.91339:199574 88.92005:145030 88.92443:102447 88.92801:179515 88.93:141852 88.93119:240053 88.93198:158397 88.93318:114103 88.93397:125525 88.93914:124288 88.94471:111252 88.95148:122945 88.95426:131790 88.95585:165896 88.95904:103084 88.96023:130145 88.96182:159489 88.96421:124775 88.96779:167444 88.97058:136730 88.97138:199335 88.9721:394538 88.97496:177689 88.97575:113163 88.97695:135314 88.97894:125926 88.98013:144184 88.98411:111647 88.98531:173970 88.9873:118457 88.98849:111584 88.98969:144197 88.99088:139684 88.99327:129822 88.99486:192325 88.99556:1261266 88.99853:276165 88.99924:178715 89.00123:125264 89.0024:367487 89.00322:180505 89.00493:371135 89.00608:245271 89.00731:271195 89.0084:126949 89.0095:283101 89.01066:1010119 89.01238:441406 89.01348:458035 89.01448:380857 89.01567:717181 89.01726:315843 89.01806:1421157 89.01886:1868985 89.02005:1123114 89.02045:4109294 89.02165:12050467 89.02273:1770944256 89.02424:11756299 89.02543:1160733 89.02623:1481471 89.02702:1768269 89.02782:805351 89.02872:332900 89.03021:650111 89.03141:398545 89.0324:745213 89.0336:270360 89.03449:395463 89.03519:676617 89.03665:254369 89.03788:160714 89.03908:207573 89.04035:449329 89.04187:133057 89.04266:319025 89.04346:198542 89.04535:174180 89.04668:348499 89.04744:120898 89.04824:119655 89.04954:373394 89.05033:1065064 89.05422:159030 89.05502:161215 89.05781:119421 89.0594:162251 89.061:142880 89.06698:147232 89.06777:132599 89.06897:143970 89.07016:120433 89.07296:165468 89.07367:372302 89.07615:125260 89.07734:229802 89.08093:121161 89.08173:168911 89.08332:150252 89.08412:126005 89.08691:115470 89.08811:117184 89.0893:134635 89.0901:133708 89.0917:126643 89.09369:115135 89.09529:109163 89.09888:116386 89.10007:100126 89.10606:128769 89.11124:128483 89.11204:120179 89.114:316741 89.11523:130074 89.11603:136151 89.11803:112356 89.11962:104200 89.12241:109822 89.12361:110391 89.12521:113473 89.12641:148415 89.1272:120985 89.13079:119736 89.13479:111575 89.13638:119281 89.14476:111296 89.14716:98561 89.14916:115155 89.16193:128026 89.17551:100071 89.1795:117035 89.1847:100132 89.20347:118602 89.22186:118429 89.22665:112935 89.23865:112591 89.24424:116129 89.25264:111729 89.28904:112905 89.28984:101339 89.29304:109910 89.30185:112862 89.30465:115347 89.32747:111904 89.32827:107229 89.34869:111662 89.36392:111483 89.56337:115653 89.569:111398 89.5875:111091 90.02351:140763 90.02442:308063 90.02593:63270316 90.02746:372854 91.02682:10772881 91.02919:410549 91.63566:101052 91.7135:97278 91.72767:107303 91.74434:110520 92.03049:171167	NA
3201	Glycerol?	195	1.636568	1.870206	2.641278	91.03837	263440400	2307532288	null	[M-H]-	M + 0	similar chromatogram in higher mz_3210; similar chromatogram in higher mz_3227	1.347	91.03517	C3H8O3				530	TRUE	TRUE	FALSE	96.6	null	null	null	94.5	2893.813	91.02745:67585 91.03384:38161 91.03466:66552 91.036:81393 91.03693:359962 91.03837:63115076 91.03991:378987 91.04115:53132 91.04331:38911 91.05073:37727 91.0667:38865 92.04195:743643 93.00774:90350 93.04278:121183 94.00335:30862 94.97922:353534 96.00698:28991 96.00776:43620	NA
13238	Gamma-aminobutyric acid	712	6.387659	6.727511	7.017236	102.0545	61798800	867883008	null	[M-H]-	M + 0	similar chromatogram in higher mz_13269	6.861	102.0547	C4H9NO2				520	TRUE	TRUE	FALSE	99.8	null	null	null	99.9	748.9029	102.00855:12097 102.01833:166273 102.02089:10480 102.02639:37665 102.02675:88758 102.02969:24260 102.04717:9126 102.04912:11456 102.05267:84382 102.0545:14799109 102.05633:70204 102.05731:35029 102.05817:12641 102.06281:10458 103.00234:380356 103.01023:12031 103.01159:53588 103.01345:7364148 103.01519:44590 103.01618:20283 103.01717:10259 103.03874:75698 103.0514:11950 103.05807:253122 103.9979:60686 103.99918:22856 104.01717:41550 104.01818:12752 104.02472:12930 104.02623:13323 104.02824:16013 104.02937:15152 104.03038:43229 104.03189:191809 104.03378:28665708 104.03554:131134 104.03667:66670 104.03755:33852 104.03893:11473 104.05806:14203 104.06863:12810 105.01778:264435 105.03052:23196 105.03719:507175 105.0401:21301 105.04469:10891 105.98809:24112 106.00335:49510 106.03817:53501 106.0396:223629 107.02323:13626 107.03519:32591 107.04319:10346	NA
2175	3-Hydroxybutyric acid (BHB)	153	1.050592	1.478069	1.944911	103.0384	128887648	2121418752	null	[M-H]-	M + 0		1.213	103.0387	C4H8O3				520	TRUE	TRUE	FALSE	99.1	null	null	null	99.5	69.49531	103.00239:233598 103.01333:8036216 103.01519:55949 103.03602:73337 103.03838:31885764 103.04023:231646 103.0442:20158 103.07236:21006 103.9973:43354 104.01038:20162 104.01651:67247 104.04188:731850 105.01766:63076 105.04265:52938 106.0031:56805 107.04857:26790	NA
13241	L-Serine	712	6.406421	6.727511	7.279653	104.0338	113757504	1678014720	null	[M-H]-	M + 0		7.041	104.0339	C3H7NO3				520	TRUE	TRUE	FALSE	98.8	null	null	null	99.4	987.7659	103.9979:60686 103.99918:22856 104.01717:41550 104.01818:12752 104.02472:12930 104.02623:13323 104.02824:16013 104.02937:15152 104.03038:43229 104.03189:191809 104.03378:28665708 104.03554:131134 104.03667:66670 104.03755:33852 104.03893:11473 104.05806:14203 104.06863:12810 105.01778:264435 105.03052:23196 105.03719:507175 105.0401:21301 105.04469:10891 105.98809:24112 106.00335:49510 106.03817:53501 106.0396:223629 107.02323:13626 107.03519:32591 107.04319:10346 108.01103:21268 108.01888:15010 109.00302:750355	NA
4615	Cytosine	260	2.235705	2.480804	2.77381	110.0345	825333.375	11034389	null	[M-H]-	M + 0		2.232	110.0347	C4H5N3O				520	TRUE	TRUE	FALSE	99.2	null	null	null	99.6	12.22241	110.02353:114413 110.03454:178915 110.05987:26434 111.00727:194794 111.01859:376711 112.00255:39506 112.01389:13473 112.03916:57818 112.04975:16811 112.98374:50545 112.98658:70159 112.99766:98955 113.02313:258784 113.03456:12520 114.01783:15956 114.02649:16896 114.05494:18996 114.93505:87402 115.00259:106341	NA
2980	Uracil	187	1.683146	1.795412	2.16981	111.0184	197727936	1805262464	null	[M-H]-	M + 0		1.619	111.0187	C4H4N2O2				520	TRUE	TRUE	FALSE	99.6	null	null	null	99.8	911.7394	110.97995:22636 110.98411:32021 111.00158:24176 111.00449:25558 111.00729:71449 111.01004:26736 111.01184:22865 111.01337:31718 111.01462:52015 111.01836:55674484 111.02044:364387 111.02266:25859 111.02377:27394 111.02613:29918 111.03279:30490 111.03556:21292 111.05651:36026 112.00293:19398 112.01529:138924 112.02181:1473781 112.03891:131459 112.05016:205136 112.98413:103600 112.99766:29699 113.02244:144603 114.01822:90870 114.93461:59670 115.0017:60988 115.03885:78443	NA
5102	L-Proline	304	2.575114	2.89653	3.534882	114.0545	114924792	1884137344	null	[M-H]-	M + 0		3.089	114.0547	C5H9NO2				520	TRUE	TRUE	FALSE	99.5	null	null	null	99.8	2779.443	114.01509:17819 114.01754:13731 114.01856:31825 114.04469:19741 114.04931:14926 114.05119:31662 114.05234:176620 114.05452:29741022 114.05653:146580 114.05942:30271 114.06476:11223 114.07227:19131 114.09438:17762 114.89971:11285 114.93505:41138 115.00229:294620 115.03827:47438 115.05792:943664 115.07485:33941 115.99689:12447 116.05853:27365 116.07014:1165684 116.93215:12031 116.98173:75973 117.0178:92968 117.05458:17127 117.0732:22927 118.00087:27972 118.00315:3901102 118.04951:14506 118.99714:14999 118.99945:12790 119.00681:71490 119.02377:28739 119.03375:182731	NA
4134	Fumarate?	228	1.972949	2.179216	2.471387	115.0022	5779458	87569464	null	[M-H]-	M + 0		1.535	115.0023	C4H4O4				530	TRUE	TRUE	FALSE	94.9	null	null	null	97.5	38.27557	114.93492:44132 115.00219:1455754 115.03872:84143 115.07486:22204 116.00578:23207 116.03406:87823 116.07031:793780 117.01796:70586 117.07366:29916 118.00316:3336582 118.00528:14157 118.04891:19088 119.00669:58439 119.02316:19070 119.03355:424661	NA
2712	N-Acetyl-Glycine	176	1.327609	1.692476	1.879543	116.0338	5195200.5	48662536	null	[M-H]-	M + 0		1.452	116.034	C4H7NO3				520	TRUE	TRUE	FALSE	99.3	null	null	null	99.6	174.3097	116.03379:908626 117.01736:218511 118.00304:1720299 119.02363:37196 119.03333:774626 121.00283:216181 121.02813:173747	NA
